DATE,OD_PAIR,NUM_BOXES
1/04/2025,AFT-BFT,348.32
1/04/2025,AFT-GBJ,78.79
1/04/2025,AFT-GLT,0.56
1/04/2025,AFT-MFT,1414.72
1/04/2025,AFT-MKY,1.67
1/04/2025,AFT-MOR,18.19
1/04/2025,AFT-PFT,1656.46
1/04/2025,AFT-PLT,0.09
1/04/2025,AFT-ROK,0.72
1/04/2025,AFT-SFT,545.95
1/04/2025,AFT-TVT,7.1
1/04/2025,AFT-WEK,3.61
1/04/2025,AFT-WQX,5.9
1/04/2025,ASP-BFT,3.35
1/04/2025,ASP-MFT,117.04
1/04/2025,ASP-MOR,0.6
1/04/2025,ASP-PFT,1.29
1/04/2025,ASP-SFT,24.02
1/04/2025,BFT-AFT,322.63
1/04/2025,BFT-ASP,2.44
1/04/2025,BFT-BOT,3.94
1/04/2025,BFT-BRT,5.06
1/04/2025,BFT-ETT,23.15
1/04/2025,BFT-KAH,0.67
1/04/2025,BRT-BFT,2.95
1/04/2025,BFT-MFT,3987.34
1/04/2025,BFT-MOR,13.46
1/04/2025,BFT-PFT,1073.91
1/04/2025,BFT-PLT,0.15
1/04/2025,KAH-BFT,0.08
1/04/2025,BFT-SFT,528.31
1/04/2025,BFT-WEK,27.16
1/04/2025,BRT-MFT,288
1/04/2025,BRT-MOR,4.52
1/04/2025,BRT-PFT,16.66
1/04/2025,BRT-SFT,54.47
1/04/2025,GLT-AFT,1.93
1/04/2025,GLT-ETT,0.34
1/04/2025,GLT-MFT,43.96
1/04/2025,GLT-MOR,0.11
1/04/2025,GLT-PFT,5.43
1/04/2025,GLT-SFT,2.7
1/04/2025,KAH-MFT,7.09
1/04/2025,MKY-AFT,2.44
1/04/2025,MKY-BRT,0.08
1/04/2025,MKY-ETT,0.51
1/04/2025,MKY-MFT,17.09
1/04/2025,MKY-MOR,0.84
1/04/2025,MKY-PFT,4.57
1/04/2025,MKY-SFT,2.93
1/04/2025,ROK-AFT,0.5
1/04/2025,ROK-BRT,0.17
1/04/2025,TVT-AFT,11.36
1/04/2025,TVT-ASP,0.08
1/04/2025,WQX-AFT,4.96
1/04/2025,WQX-ASP,0.25
1/04/2025,ROK-MFT,2.24
1/04/2025,ROK-MOR,0.23
1/04/2025,ROK-PFT,8.31
1/04/2025,ROK-SFT,2.31
1/04/2025,TVT-MFT,44.81
1/04/2025,WQX-MFT,20.9
1/04/2025,TVT-PFT,18.45
1/04/2025,TVT-WEK,0.17
1/04/2025,WQX-PFT,8.62
1/04/2025,WQX-WEK,0.09
1/04/2025,TVT-ETT,3.38
1/04/2025,TVT-MOR,33.29
1/04/2025,TVT-SFT,41.01
1/04/2025,WQX-ETT,0.79
1/04/2025,WQX-MOR,1.24
1/04/2025,WQX-SFT,13.86
1/04/2025,MFT-AFT,670.48
1/04/2025,MFT-ASP,24.11
1/04/2025,MFT-BRT,208.24
1/04/2025,MFT-KAH,3.75
1/04/2025,MFT-TEC,0.24
1/04/2025,MFT-WHY,3.04
1/04/2025,PLT-AFT,0.06
1/04/2025,MFT-BFT,4696.63
1/04/2025,MFT-GLT,39.03
1/04/2025,MFT-IFL,0.38
1/04/2025,MFT-MBT,0.15
1/04/2025,MFT-MER,0.53
1/04/2025,MFT-MKY,29.94
1/04/2025,MFT-ROK,7.87
1/04/2025,MFT-TVT,70.27
1/04/2025,MFT-WQX,30.4
1/04/2025,PLT-BFT,0.15
1/04/2025,MFT-PFT,8547.05
1/04/2025,MFT-WEK,33.26
1/04/2025,APD-GRF,0.89
1/04/2025,MFT-ETT,0.04
1/04/2025,MFT-MOR,18.75
1/04/2025,MFT-SFT,489.68
1/04/2025,PLT-SFT,0.25
1/04/2025,GLT-MBT,265.52
1/04/2025,GLT-MKY,132.63
1/04/2025,GLT-PLT,0.08
1/04/2025,GLT-TSJ,35.96
1/04/2025,GLT-TVT,117.36
1/04/2025,GLT-WQX,80.58
1/04/2025,IFL-MBT,91.17
1/04/2025,IFL-TVT,0.3
1/04/2025,IFL-WQX,0.08
1/04/2025,MBT-GLT,153.36
1/04/2025,MBT-IFL,71.82
1/04/2025,MBT-MER,167.36
1/04/2025,MBT-MKY,754.67
1/04/2025,MBT-ROK,255.49
1/04/2025,MBT-TSJ,140.98
1/04/2025,MBT-TVT,2110.14
1/04/2025,MBT-WQX,1482.61
1/04/2025,MER-GLT,0.18
1/04/2025,MER-MBT,170.72
1/04/2025,MKY-GLT,136.35
1/04/2025,MKY-MBT,765.71
1/04/2025,MKY-ROK,0.23
1/04/2025,MKY-TVT,12.37
1/04/2025,MKY-WQX,1.9
1/04/2025,ROK-IFL,0.26
1/04/2025,ROK-MBT,272.45
1/04/2025,ROK-MER,1.5
1/04/2025,ROK-MKY,1.12
1/04/2025,ROK-TSJ,109.34
1/04/2025,ROK-TVT,26.84
1/04/2025,ROK-WEK,0.15
1/04/2025,ROK-WQX,45.62
1/04/2025,TSJ-GLT,0.08
1/04/2025,TSJ-TVT,1.37
1/04/2025,TSJ-WQX,95.68
1/04/2025,TVT-BFT,0.15
1/04/2025,TVT-GLT,268.22
1/04/2025,TVT-IFL,0.08
1/04/2025,TVT-MBT,2086.42
1/04/2025,TVT-MKY,41.58
1/04/2025,TVT-ROK,152.6
1/04/2025,TVT-TSJ,12.82
1/04/2025,TVT-WQX,22.49
1/04/2025,WQX-GLT,77.92
1/04/2025,WQX-IFL,16.16
1/04/2025,WQX-MBT,1389.41
1/04/2025,WQX-MKY,2.81
1/04/2025,WQX-ROK,41.12
1/04/2025,WQX-TSJ,95.53
1/04/2025,WQX-TVT,26.59
1/04/2025,ASP-WEK,0.45
1/04/2025,BRT-AFT,2.55
1/04/2025,ETT-ROK,0.45
1/04/2025,MFT-PLT,1.34
1/04/2025,MOR-SFT,9.41
1/04/2025,PFT-WEK,3.36
1/04/2025,SFT-ETT,90.07
1/04/2025,SFT-GBJ,0.45
1/04/2025,SFT-MOR,13.89
1/04/2025,SFT-PLT,3.81
1/04/2025,SFT-TEC,0.22
1/04/2025,PFT-AFT,2549.47
1/04/2025,PFT-ASP,24.79
1/04/2025,PFT-BRT,228.19
1/04/2025,PFT-KAH,10.24
1/04/2025,PFT-TEC,0.41
1/04/2025,WEK-AFT,1.95
1/04/2025,WEK-BRT,0.08
1/04/2025,PFT-BFT,984.39
1/04/2025,PFT-GLT,8.2
1/04/2025,PFT-MKY,5.42
1/04/2025,PFT-ROK,51.6
1/04/2025,PFT-TVT,12.47
1/04/2025,PFT-WQX,10.3
1/04/2025,WEK-BFT,40.79
1/04/2025,WEK-GLT,0.11
1/04/2025,WEK-MER,0.11
1/04/2025,WEK-MKY,0.11
1/04/2025,WEK-TVT,0.53
1/04/2025,WEK-WQX,0.11
1/04/2025,PFT-MFT,6811.42
1/04/2025,WEK-MFT,26.59
1/04/2025,PFT-GBJ,332.84
1/04/2025,PFT-MOR,22.62
1/04/2025,PFT-PLT,1.34
1/04/2025,PFT-SFT,3571.66
1/04/2025,WEK-MOR,0.24
1/04/2025,WEK-SFT,15.69
1/04/2025,GBJ-AFT,45.89
1/04/2025,MOR-AFT,42.02
1/04/2025,MOR-ASP,0.31
1/04/2025,MOR-BRT,2.95
1/04/2025,MOR-KAH,1.04
1/04/2025,SFT-AFT,198.22
1/04/2025,SFT-ASP,5.28
1/04/2025,SFT-BRT,62.41
1/04/2025,SFT-KAH,1.53
1/04/2025,ETT-BFT,26.58
1/04/2025,ETT-GLT,0.45
1/04/2025,ETT-MKY,0.39
1/04/2025,ETT-SFT,26.97
1/04/2025,ETT-TVT,3.04
1/04/2025,ETT-WQX,0.13
1/04/2025,GBJ-BFT,5.12
1/04/2025,MOR-BFT,20.05
1/04/2025,MOR-GLT,0.52
1/04/2025,MOR-MKY,3.3
1/04/2025,MOR-ROK,4.14
1/04/2025,MOR-TVT,45.85
1/04/2025,MOR-WQX,5.3
1/04/2025,SFT-BFT,486.25
1/04/2025,SFT-GLT,16.04
1/04/2025,SFT-IFL,0
1/04/2025,SFT-MBT,0.19
1/04/2025,SFT-MKY,31.88
1/04/2025,SFT-ROK,10.22
1/04/2025,SFT-TVT,65.7
1/04/2025,SFT-WQX,23.99
1/04/2025,MOR-MFT,86.31
1/04/2025,SFT-MFT,617.07
1/04/2025,GBJ-PFT,310.71
1/04/2025,MOR-PFT,107.93
1/04/2025,PLT-PFT,1.74
1/04/2025,SFT-PFT,3743.2
1/04/2025,SFT-WEK,16.55
1/05/2025,AFT-BFT,330.85
1/05/2025,AFT-GBJ,91.09
1/05/2025,AFT-GLT,0.53
1/05/2025,AFT-MFT,1461.02
1/05/2025,AFT-MKY,1.59
1/05/2025,AFT-MOR,21.03
1/05/2025,AFT-PFT,1956.98
1/05/2025,AFT-PLT,0.09
1/05/2025,AFT-ROK,0.68
1/05/2025,AFT-SFT,631.19
1/05/2025,AFT-TVT,6.74
1/05/2025,AFT-WEK,4.27
1/05/2025,AFT-WQX,5.61
1/05/2025,ASP-BFT,3.18
1/05/2025,ASP-MFT,120.87
1/05/2025,ASP-MOR,0.7
1/05/2025,ASP-PFT,1.52
1/05/2025,ASP-SFT,27.77
1/05/2025,BFT-AFT,392.73
1/05/2025,BFT-ASP,2.97
1/05/2025,BFT-BOT,4.19
1/05/2025,BFT-BRT,6.16
1/05/2025,BFT-ETT,24.63
1/05/2025,BFT-KAH,0.82
1/05/2025,BRT-BFT,2.8
1/05/2025,BFT-MFT,4182.01
1/05/2025,BFT-MOR,14.32
1/05/2025,BFT-PFT,1047.61
1/05/2025,BFT-PLT,0.16
1/05/2025,KAH-BFT,0.08
1/05/2025,BFT-SFT,561.97
1/05/2025,BFT-WEK,26.5
1/05/2025,BRT-MFT,297.42
1/05/2025,BRT-MOR,5.23
1/05/2025,BRT-PFT,19.68
1/05/2025,BRT-SFT,62.97
1/05/2025,GLT-AFT,2.36
1/05/2025,GLT-ETT,0.36
1/05/2025,GLT-MFT,46.1
1/05/2025,GLT-MOR,0.12
1/05/2025,GLT-PFT,5.3
1/05/2025,GLT-SFT,2.88
1/05/2025,KAH-MFT,7.32
1/05/2025,MKY-AFT,2.97
1/05/2025,MKY-BRT,0.1
1/05/2025,MKY-ETT,0.54
1/05/2025,MKY-MFT,17.93
1/05/2025,MKY-MOR,0.9
1/05/2025,MKY-PFT,4.46
1/05/2025,MKY-SFT,3.12
1/05/2025,ROK-AFT,0.61
1/05/2025,ROK-BRT,0.2
1/05/2025,TVT-AFT,13.82
1/05/2025,TVT-ASP,0.1
1/05/2025,WQX-AFT,6.04
1/05/2025,WQX-ASP,0.31
1/05/2025,ROK-MFT,2.35
1/05/2025,ROK-MOR,0.24
1/05/2025,ROK-PFT,8.11
1/05/2025,ROK-SFT,2.46
1/05/2025,TVT-MFT,47
1/05/2025,WQX-MFT,21.92
1/05/2025,TVT-PFT,18
1/05/2025,TVT-WEK,0.17
1/05/2025,WQX-PFT,8.41
1/05/2025,WQX-WEK,0.08
1/05/2025,TVT-ETT,3.59
1/05/2025,TVT-MOR,35.41
1/05/2025,TVT-SFT,43.62
1/05/2025,WQX-ETT,0.84
1/05/2025,WQX-MOR,1.32
1/05/2025,WQX-SFT,14.74
1/05/2025,MFT-AFT,682.24
1/05/2025,MFT-ASP,24.53
1/05/2025,MFT-BRT,211.89
1/05/2025,MFT-KAH,3.82
1/05/2025,MFT-TEC,0.24
1/05/2025,MFT-WHY,3.09
1/05/2025,PLT-AFT,0.06
1/05/2025,MFT-BFT,4672.58
1/05/2025,MFT-GLT,38.83
1/05/2025,MFT-IFL,0.38
1/05/2025,MFT-MBT,0.15
1/05/2025,MFT-MER,0.53
1/05/2025,MFT-MKY,29.79
1/05/2025,MFT-ROK,7.83
1/05/2025,MFT-TVT,69.91
1/05/2025,MFT-WQX,30.24
1/05/2025,PLT-BFT,0.15
1/05/2025,MFT-PFT,9510.36
1/05/2025,MFT-WEK,37.01
1/05/2025,APD-GRF,0.98
1/05/2025,MFT-ETT,0.05
1/05/2025,MFT-MOR,20.61
1/05/2025,MFT-SFT,538.16
1/05/2025,PLT-SFT,0.28
1/05/2025,GLT-MBT,299.14
1/05/2025,GLT-MKY,149.42
1/05/2025,GLT-PLT,0.09
1/05/2025,GLT-TSJ,40.52
1/05/2025,GLT-TVT,132.22
1/05/2025,GLT-WQX,90.78
1/05/2025,IFL-MBT,102.72
1/05/2025,IFL-TVT,0.34
1/05/2025,IFL-WQX,0.09
1/05/2025,MBT-GLT,172.78
1/05/2025,MBT-IFL,80.92
1/05/2025,MBT-MER,188.55
1/05/2025,MBT-MKY,850.23
1/05/2025,MBT-ROK,287.84
1/05/2025,MBT-TSJ,158.83
1/05/2025,MBT-TVT,2377.34
1/05/2025,MBT-WQX,1670.35
1/05/2025,MER-GLT,0.21
1/05/2025,MER-MBT,192.34
1/05/2025,MKY-GLT,153.61
1/05/2025,MKY-MBT,862.67
1/05/2025,MKY-ROK,0.26
1/05/2025,MKY-TVT,13.93
1/05/2025,MKY-WQX,2.14
1/05/2025,ROK-IFL,0.29
1/05/2025,ROK-MBT,306.95
1/05/2025,ROK-MER,1.69
1/05/2025,ROK-MKY,1.27
1/05/2025,ROK-TSJ,123.18
1/05/2025,ROK-TVT,30.24
1/05/2025,ROK-WEK,0.17
1/05/2025,ROK-WQX,51.4
1/05/2025,TSJ-GLT,0.09
1/05/2025,TSJ-TVT,1.54
1/05/2025,TSJ-WQX,107.79
1/05/2025,TVT-BFT,0.17
1/05/2025,TVT-GLT,302.18
1/05/2025,TVT-IFL,0.09
1/05/2025,TVT-MBT,2350.62
1/05/2025,TVT-MKY,46.84
1/05/2025,TVT-ROK,171.92
1/05/2025,TVT-TSJ,14.45
1/05/2025,TVT-WQX,25.34
1/05/2025,WQX-GLT,87.79
1/05/2025,WQX-IFL,18.21
1/05/2025,WQX-MBT,1565.35
1/05/2025,WQX-MKY,3.16
1/05/2025,WQX-ROK,46.33
1/05/2025,WQX-TSJ,107.62
1/05/2025,WQX-TVT,29.95
1/05/2025,ASP-WEK,0.47
1/05/2025,BRT-AFT,2.68
1/05/2025,ETT-ROK,0.47
1/05/2025,MFT-PLT,1.41
1/05/2025,MOR-SFT,9.86
1/05/2025,PFT-WEK,3.52
1/05/2025,SFT-ETT,94.34
1/05/2025,SFT-GBJ,0.47
1/05/2025,SFT-MOR,14.55
1/05/2025,SFT-PLT,3.99
1/05/2025,SFT-TEC,0.23
1/05/2025,PFT-AFT,2640.83
1/05/2025,PFT-ASP,25.68
1/05/2025,PFT-BRT,236.37
1/05/2025,PFT-KAH,10.6
1/05/2025,PFT-TEC,0.42
1/05/2025,WEK-AFT,2.02
1/05/2025,WEK-BRT,0.08
1/05/2025,PFT-BFT,981.75
1/05/2025,PFT-GLT,8.18
1/05/2025,PFT-MKY,5.4
1/05/2025,PFT-ROK,51.47
1/05/2025,PFT-TVT,12.44
1/05/2025,PFT-WQX,10.28
1/05/2025,WEK-BFT,40.68
1/05/2025,WEK-GLT,0.11
1/05/2025,WEK-MER,0.11
1/05/2025,WEK-MKY,0.11
1/05/2025,WEK-TVT,0.53
1/05/2025,WEK-WQX,0.11
1/05/2025,PFT-MFT,7308.33
1/05/2025,WEK-MFT,28.53
1/05/2025,PFT-GBJ,332.9
1/05/2025,PFT-MOR,22.63
1/05/2025,PFT-PLT,1.34
1/05/2025,PFT-SFT,3572.29
1/05/2025,WEK-MOR,0.24
1/05/2025,WEK-SFT,15.69
1/05/2025,GBJ-AFT,54.08
1/05/2025,MOR-AFT,49.52
1/05/2025,MOR-ASP,0.36
1/05/2025,MOR-BRT,3.47
1/05/2025,MOR-KAH,1.23
1/05/2025,SFT-AFT,233.6
1/05/2025,SFT-ASP,6.22
1/05/2025,SFT-BRT,73.54
1/05/2025,SFT-KAH,1.81
1/05/2025,ETT-BFT,19.46
1/05/2025,ETT-GLT,0.33
1/05/2025,ETT-MKY,0.28
1/05/2025,ETT-SFT,19.75
1/05/2025,ETT-TVT,2.23
1/05/2025,ETT-WQX,0.09
1/05/2025,GBJ-BFT,3.75
1/05/2025,MOR-BFT,14.68
1/05/2025,MOR-GLT,0.38
1/05/2025,MOR-MKY,2.41
1/05/2025,MOR-ROK,3.03
1/05/2025,MOR-TVT,33.57
1/05/2025,MOR-WQX,3.88
1/05/2025,SFT-BFT,356.05
1/05/2025,SFT-GLT,11.74
1/05/2025,SFT-IFL,0
1/05/2025,SFT-MBT,0.14
1/05/2025,SFT-MKY,23.34
1/05/2025,SFT-ROK,7.48
1/05/2025,SFT-TVT,48.11
1/05/2025,SFT-WQX,17.57
1/05/2025,MOR-MFT,91.02
1/05/2025,SFT-MFT,650.75
1/05/2025,GBJ-PFT,369.2
1/05/2025,MOR-PFT,128.25
1/05/2025,PLT-PFT,2.07
1/05/2025,SFT-PFT,4447.76
1/05/2025,SFT-WEK,19.67
1/06/2025,AFT-BFT,297.48
1/06/2025,AFT-GBJ,77.37
1/06/2025,AFT-GLT,0.48
1/06/2025,AFT-MFT,1385.2
1/06/2025,AFT-MKY,1.43
1/06/2025,AFT-MOR,17.86
1/06/2025,AFT-PFT,1732.26
1/06/2025,AFT-PLT,0.09
1/06/2025,AFT-ROK,0.61
1/06/2025,AFT-SFT,536.11
1/06/2025,AFT-TVT,6.06
1/06/2025,AFT-WEK,3.78
1/06/2025,AFT-WQX,5.04
1/06/2025,ASP-BFT,2.86
1/06/2025,ASP-MFT,114.6
1/06/2025,ASP-MOR,0.59
1/06/2025,ASP-PFT,1.35
1/06/2025,ASP-SFT,23.59
1/06/2025,BFT-AFT,337.47
1/06/2025,BFT-ASP,2.55
1/06/2025,BFT-BOT,3.4
1/06/2025,BFT-BRT,5.3
1/06/2025,BFT-ETT,19.97
1/06/2025,BFT-KAH,0.7
1/06/2025,BRT-BFT,2.52
1/06/2025,BFT-MFT,3782.36
1/06/2025,BFT-MOR,11.61
1/06/2025,BFT-PFT,822.71
1/06/2025,BFT-PLT,0.14
1/06/2025,KAH-BFT,0.07
1/06/2025,BFT-SFT,455.63
1/06/2025,BFT-WEK,20.81
1/06/2025,BRT-MFT,281.99
1/06/2025,BRT-MOR,4.44
1/06/2025,BRT-PFT,17.42
1/06/2025,BRT-SFT,53.49
1/06/2025,GLT-AFT,2.02
1/06/2025,GLT-ETT,0.29
1/06/2025,GLT-MFT,41.7
1/06/2025,GLT-MOR,0.1
1/06/2025,GLT-PFT,4.16
1/06/2025,GLT-SFT,2.33
1/06/2025,KAH-MFT,6.94
1/06/2025,MKY-AFT,2.55
1/06/2025,MKY-BRT,0.09
1/06/2025,MKY-ETT,0.44
1/06/2025,MKY-MFT,16.21
1/06/2025,MKY-MOR,0.73
1/06/2025,MKY-PFT,3.5
1/06/2025,MKY-SFT,2.53
1/06/2025,ROK-AFT,0.53
1/06/2025,ROK-BRT,0.18
1/06/2025,TVT-AFT,11.88
1/06/2025,TVT-ASP,0.09
1/06/2025,WQX-AFT,5.19
1/06/2025,WQX-ASP,0.26
1/06/2025,ROK-MFT,2.12
1/06/2025,ROK-MOR,0.19
1/06/2025,ROK-PFT,6.37
1/06/2025,ROK-SFT,1.99
1/06/2025,TVT-MFT,42.51
1/06/2025,WQX-MFT,19.82
1/06/2025,TVT-PFT,14.14
1/06/2025,TVT-WEK,0.13
1/06/2025,WQX-PFT,6.61
1/06/2025,WQX-WEK,0.07
1/06/2025,TVT-ETT,2.91
1/06/2025,TVT-MOR,28.71
1/06/2025,TVT-SFT,35.37
1/06/2025,WQX-ETT,0.68
1/06/2025,WQX-MOR,1.07
1/06/2025,WQX-SFT,11.95
1/06/2025,MFT-AFT,588.24
1/06/2025,MFT-ASP,21.15
1/06/2025,MFT-BRT,182.7
1/06/2025,MFT-KAH,3.29
1/06/2025,MFT-TEC,0.21
1/06/2025,MFT-WHY,2.67
1/06/2025,PLT-AFT,0.05
1/06/2025,MFT-BFT,4300.77
1/06/2025,MFT-GLT,35.74
1/06/2025,MFT-IFL,0.35
1/06/2025,MFT-MBT,0.14
1/06/2025,MFT-MER,0.49
1/06/2025,MFT-MKY,27.42
1/06/2025,MFT-ROK,7.2
1/06/2025,MFT-TVT,64.35
1/06/2025,MFT-WQX,27.84
1/06/2025,PLT-BFT,0.14
1/06/2025,MFT-PFT,8411.91
1/06/2025,MFT-WEK,32.73
1/06/2025,APD-GRF,0.92
1/06/2025,MFT-ETT,0.04
1/06/2025,MFT-MOR,19.38
1/06/2025,MFT-SFT,506.07
1/06/2025,PLT-SFT,0.26
1/06/2025,GLT-MBT,302.42
1/06/2025,GLT-MKY,151.07
1/06/2025,GLT-PLT,0.09
1/06/2025,GLT-TSJ,40.96
1/06/2025,GLT-TVT,133.68
1/06/2025,GLT-WQX,91.78
1/06/2025,IFL-MBT,103.84
1/06/2025,IFL-TVT,0.35
1/06/2025,IFL-WQX,0.09
1/06/2025,MBT-GLT,174.68
1/06/2025,MBT-IFL,81.81
1/06/2025,MBT-MER,190.62
1/06/2025,MBT-MKY,859.57
1/06/2025,MBT-ROK,291
1/06/2025,MBT-TSJ,160.57
1/06/2025,MBT-TVT,2403.46
1/06/2025,MBT-WQX,1688.7
1/06/2025,MER-GLT,0.21
1/06/2025,MER-MBT,194.45
1/06/2025,MKY-GLT,155.3
1/06/2025,MKY-MBT,872.15
1/06/2025,MKY-ROK,0.26
1/06/2025,MKY-TVT,14.09
1/06/2025,MKY-WQX,2.16
1/06/2025,ROK-IFL,0.29
1/06/2025,ROK-MBT,310.32
1/06/2025,ROK-MER,1.71
1/06/2025,ROK-MKY,1.28
1/06/2025,ROK-TSJ,124.53
1/06/2025,ROK-TVT,30.58
1/06/2025,ROK-WEK,0.17
1/06/2025,ROK-WQX,51.97
1/06/2025,TSJ-GLT,0.09
1/06/2025,TSJ-TVT,1.56
1/06/2025,TSJ-WQX,108.98
1/06/2025,TVT-BFT,0.17
1/06/2025,TVT-GLT,305.5
1/06/2025,TVT-IFL,0.09
1/06/2025,TVT-MBT,2376.44
1/06/2025,TVT-MKY,47.36
1/06/2025,TVT-ROK,173.81
1/06/2025,TVT-TSJ,14.61
1/06/2025,TVT-WQX,25.62
1/06/2025,WQX-GLT,88.76
1/06/2025,WQX-IFL,18.41
1/06/2025,WQX-MBT,1582.55
1/06/2025,WQX-MKY,3.2
1/06/2025,WQX-ROK,46.84
1/06/2025,WQX-TSJ,108.8
1/06/2025,WQX-TVT,30.28
1/06/2025,ASP-WEK,0.29
1/06/2025,BRT-AFT,1.64
1/06/2025,ETT-ROK,0.29
1/06/2025,MFT-PLT,0.86
1/06/2025,MOR-SFT,6.05
1/06/2025,PFT-WEK,2.16
1/06/2025,SFT-ETT,57.88
1/06/2025,SFT-GBJ,0.29
1/06/2025,SFT-MOR,8.93
1/06/2025,SFT-PLT,2.45
1/06/2025,SFT-TEC,0.14
1/06/2025,PFT-AFT,2535.13
1/06/2025,PFT-ASP,24.65
1/06/2025,PFT-BRT,226.91
1/06/2025,PFT-KAH,10.18
1/06/2025,PFT-TEC,0.4
1/06/2025,WEK-AFT,1.94
1/06/2025,WEK-BRT,0.08
1/06/2025,PFT-BFT,905.19
1/06/2025,PFT-GLT,7.54
1/06/2025,PFT-MKY,4.98
1/06/2025,PFT-ROK,47.45
1/06/2025,PFT-TVT,11.47
1/06/2025,PFT-WQX,9.47
1/06/2025,WEK-BFT,37.51
1/06/2025,WEK-GLT,0.1
1/06/2025,WEK-MER,0.1
1/06/2025,WEK-MKY,0.1
1/06/2025,WEK-TVT,0.49
1/06/2025,WEK-WQX,0.1
1/06/2025,PFT-MFT,6941.09
1/06/2025,WEK-MFT,27.09
1/06/2025,PFT-GBJ,318.9
1/06/2025,PFT-MOR,21.67
1/06/2025,PFT-PLT,1.28
1/06/2025,PFT-SFT,3421.99
1/06/2025,WEK-MOR,0.23
1/06/2025,WEK-SFT,15.03
1/06/2025,GBJ-AFT,44.49
1/06/2025,MOR-AFT,40.74
1/06/2025,MOR-ASP,0.3
1/06/2025,MOR-BRT,2.86
1/06/2025,MOR-KAH,1.01
1/06/2025,SFT-AFT,192.19
1/06/2025,SFT-ASP,5.12
1/06/2025,SFT-BRT,60.51
1/06/2025,SFT-KAH,1.49
1/06/2025,ETT-BFT,17.53
1/06/2025,ETT-GLT,0.3
1/06/2025,ETT-MKY,0.26
1/06/2025,ETT-SFT,17.79
1/06/2025,ETT-TVT,2
1/06/2025,ETT-WQX,0.09
1/06/2025,GBJ-BFT,3.37
1/06/2025,MOR-BFT,13.22
1/06/2025,MOR-GLT,0.34
1/06/2025,MOR-MKY,2.18
1/06/2025,MOR-ROK,2.73
1/06/2025,MOR-TVT,30.24
1/06/2025,MOR-WQX,3.5
1/06/2025,SFT-BFT,320.74
1/06/2025,SFT-GLT,10.58
1/06/2025,SFT-IFL,0
1/06/2025,SFT-MBT,0.13
1/06/2025,SFT-MKY,21.03
1/06/2025,SFT-ROK,6.74
1/06/2025,SFT-TVT,43.34
1/06/2025,SFT-WQX,15.82
1/06/2025,MOR-MFT,78.26
1/06/2025,SFT-MFT,559.53
1/06/2025,GBJ-PFT,311.77
1/06/2025,MOR-PFT,108.3
1/06/2025,PLT-PFT,1.74
1/06/2025,SFT-PFT,3755.97
