DATE,OD_PAIR,NUM_BOXES
1/06/2025,SFT-WEK,16.61
1/07/2025,AFT-BFT,282.58
1/07/2025,AFT-GLT,0.45
1/07/2025,AFT-MKY,1.36
1/07/2025,AFT-ROK,0.58
1/07/2025,AFT-TVT,5.76
1/07/2025,AFT-WQX,4.79
1/07/2025,ASP-BFT,2.72
1/07/2025,BRT-BFT,2.39
1/07/2025,KAH-BFT,0.06
1/07/2025,AFT-MFT,1481.95
1/07/2025,AFT-PLT,0.09
1/07/2025,ASP-MFT,122.61
1/07/2025,BRT-MFT,301.69
1/07/2025,KAH-MFT,7.42
1/07/2025,AFT-PFT,2089.16
1/07/2025,AFT-WEK,4.56
1/07/2025,ASP-PFT,1.63
1/07/2025,BRT-PFT,21.01
1/07/2025,AFT-GBJ,69.64
1/07/2025,AFT-MOR,16.08
1/07/2025,AFT-SFT,482.57
1/07/2025,ASP-MOR,0.53
1/07/2025,ASP-SFT,21.23
1/07/2025,BRT-MOR,4
1/07/2025,BRT-SFT,48.15
1/07/2025,BFT-AFT,317.31
1/07/2025,BFT-ASP,2.4
1/07/2025,BFT-BRT,4.98
1/07/2025,BFT-KAH,0.66
1/07/2025,GLT-AFT,1.9
1/07/2025,MKY-AFT,2.4
1/07/2025,MKY-BRT,0.08
1/07/2025,ROK-AFT,0.5
1/07/2025,ROK-BRT,0.17
1/07/2025,TVT-AFT,11.17
1/07/2025,TVT-ASP,0.08
1/07/2025,WQX-AFT,4.88
1/07/2025,WQX-ASP,0.25
1/07/2025,BFT-MFT,3936.86
1/07/2025,BFT-PLT,0.15
1/07/2025,GLT-MFT,43.4
1/07/2025,MKY-MFT,16.87
1/07/2025,ROK-MFT,2.21
1/07/2025,TVT-MFT,44.24
1/07/2025,WQX-MFT,20.63
1/07/2025,BFT-PFT,900.61
1/07/2025,BFT-WEK,22.78
1/07/2025,GLT-PFT,4.56
1/07/2025,MKY-PFT,3.83
1/07/2025,ROK-PFT,6.97
1/07/2025,TVT-PFT,15.48
1/07/2025,TVT-WEK,0.14
1/07/2025,WQX-PFT,7.23
1/07/2025,WQX-WEK,0.07
1/07/2025,BFT-BOT,4.05
1/07/2025,BFT-ETT,23.8
1/07/2025,BFT-MOR,13.84
1/07/2025,BFT-SFT,543.1
1/07/2025,GLT-ETT,0.35
1/07/2025,GLT-MOR,0.12
1/07/2025,GLT-SFT,2.78
1/07/2025,MKY-ETT,0.52
1/07/2025,MKY-MOR,0.87
1/07/2025,MKY-SFT,3.01
1/07/2025,ROK-MOR,0.23
1/07/2025,ROK-SFT,2.37
1/07/2025,TVT-ETT,3.47
1/07/2025,TVT-MOR,34.22
1/07/2025,TVT-SFT,42.15
1/07/2025,WQX-ETT,0.81
1/07/2025,WQX-MOR,1.27
1/07/2025,WQX-SFT,14.24
1/07/2025,MFT-AFT,745.51
1/07/2025,MFT-ASP,26.81
1/07/2025,MFT-BRT,231.54
1/07/2025,MFT-KAH,4.17
1/07/2025,MFT-TEC,0.27
1/07/2025,MFT-WHY,3.38
1/07/2025,PLT-AFT,0.07
1/07/2025,MFT-BFT,4478.09
1/07/2025,MFT-GLT,37.21
1/07/2025,MFT-IFL,0.36
1/07/2025,MFT-MBT,0.15
1/07/2025,MFT-MER,0.51
1/07/2025,MFT-MKY,28.55
1/07/2025,MFT-ROK,7.5
1/07/2025,MFT-TVT,67
1/07/2025,MFT-WQX,28.98
1/07/2025,PLT-BFT,0.15
1/07/2025,MFT-PFT,8572.47
1/07/2025,MFT-WEK,33.36
1/07/2025,APD-GRF,1.05
1/07/2025,MFT-ETT,0.05
1/07/2025,MFT-MOR,22.25
1/07/2025,MFT-SFT,581.04
1/07/2025,PLT-SFT,0.3
1/07/2025,GLT-MBT,372.92
1/07/2025,GLT-MKY,186.28
1/07/2025,GLT-PLT,0.11
1/07/2025,GLT-TSJ,50.51
1/07/2025,GLT-TVT,164.84
1/07/2025,GLT-WQX,113.17
1/07/2025,IFL-MBT,128.05
1/07/2025,IFL-TVT,0.43
1/07/2025,IFL-WQX,0.11
1/07/2025,MBT-GLT,215.39
1/07/2025,MBT-IFL,100.88
1/07/2025,MBT-MER,235.06
1/07/2025,MBT-MKY,1059.94
1/07/2025,MBT-ROK,358.83
1/07/2025,MBT-TSJ,198
1/07/2025,MBT-TVT,2963.73
1/07/2025,MBT-WQX,2082.35
1/07/2025,MER-GLT,0.26
1/07/2025,MER-MBT,239.78
1/07/2025,MKY-GLT,191.5
1/07/2025,MKY-MBT,1075.46
1/07/2025,MKY-ROK,0.32
1/07/2025,MKY-TVT,17.37
1/07/2025,MKY-WQX,2.66
1/07/2025,ROK-IFL,0.36
1/07/2025,ROK-MBT,382.66
1/07/2025,ROK-MER,2.11
1/07/2025,ROK-MKY,1.58
1/07/2025,ROK-TSJ,153.56
1/07/2025,ROK-TVT,37.7
1/07/2025,ROK-WEK,0.21
1/07/2025,ROK-WQX,64.08
1/07/2025,TSJ-GLT,0.11
1/07/2025,TSJ-TVT,1.92
1/07/2025,TSJ-WQX,134.38
1/07/2025,TVT-BFT,0.21
1/07/2025,TVT-GLT,376.72
1/07/2025,TVT-IFL,0.11
1/07/2025,TVT-MBT,2930.42
1/07/2025,TVT-MKY,58.4
1/07/2025,TVT-ROK,214.33
1/07/2025,TVT-TSJ,18.01
1/07/2025,TVT-WQX,31.59
1/07/2025,WQX-GLT,109.45
1/07/2025,WQX-IFL,22.7
1/07/2025,WQX-MBT,1951.46
1/07/2025,WQX-MKY,3.94
1/07/2025,WQX-ROK,57.76
1/07/2025,WQX-TSJ,134.17
1/07/2025,WQX-TVT,37.34
1/07/2025,ASP-WEK,0.32
1/07/2025,BRT-AFT,1.8
1/07/2025,ETT-ROK,0.32
1/07/2025,MFT-PLT,0.95
1/07/2025,MOR-SFT,6.64
1/07/2025,PFT-WEK,2.37
1/07/2025,SFT-ETT,63.58
1/07/2025,SFT-GBJ,0.32
1/07/2025,SFT-MOR,9.81
1/07/2025,SFT-PLT,2.69
1/07/2025,SFT-TEC,0.16
1/07/2025,PFT-AFT,2734.23
1/07/2025,PFT-ASP,26.59
1/07/2025,PFT-BRT,244.73
1/07/2025,PFT-KAH,10.98
1/07/2025,PFT-TEC,0.44
1/07/2025,WEK-AFT,2.09
1/07/2025,WEK-BRT,0.09
1/07/2025,PFT-BFT,821.25
1/07/2025,PFT-GLT,6.84
1/07/2025,PFT-MKY,4.52
1/07/2025,PFT-ROK,43.05
1/07/2025,PFT-TVT,10.4
1/07/2025,PFT-WQX,8.6
1/07/2025,WEK-BFT,34.03
1/07/2025,WEK-GLT,0.09
1/07/2025,WEK-MER,0.09
1/07/2025,WEK-MKY,0.09
1/07/2025,WEK-TVT,0.44
1/07/2025,WEK-WQX,0.09
1/07/2025,PFT-MFT,7458.83
1/07/2025,WEK-MFT,29.11
1/07/2025,PFT-GBJ,347.3
1/07/2025,PFT-MOR,23.6
1/07/2025,PFT-PLT,1.4
1/07/2025,PFT-SFT,3726.75
1/07/2025,WEK-MOR,0.25
1/07/2025,WEK-SFT,16.37
1/07/2025,GBJ-AFT,50.77
1/07/2025,MOR-AFT,46.49
1/07/2025,MOR-ASP,0.34
1/07/2025,MOR-BRT,3.26
1/07/2025,MOR-KAH,1.15
1/07/2025,SFT-AFT,219.32
1/07/2025,SFT-ASP,5.84
1/07/2025,SFT-BRT,69.05
1/07/2025,SFT-KAH,1.7
1/07/2025,ETT-BFT,25.24
1/07/2025,ETT-GLT,0.43
1/07/2025,ETT-MKY,0.37
1/07/2025,ETT-SFT,25.61
1/07/2025,ETT-TVT,2.89
1/07/2025,ETT-WQX,0.12
1/07/2025,GBJ-BFT,4.86
1/07/2025,MOR-BFT,19.04
1/07/2025,MOR-GLT,0.49
1/07/2025,MOR-MKY,3.13
1/07/2025,MOR-ROK,3.93
1/07/2025,MOR-TVT,43.54
1/07/2025,MOR-WQX,5.04
1/07/2025,SFT-BFT,461.73
1/07/2025,SFT-GLT,15.23
1/07/2025,SFT-IFL,0
1/07/2025,SFT-MBT,0.18
1/07/2025,SFT-MKY,30.27
1/07/2025,SFT-ROK,9.7
1/07/2025,SFT-TVT,62.39
1/07/2025,SFT-WQX,22.78
1/07/2025,MOR-MFT,103.29
1/07/2025,SFT-MFT,738.5
1/07/2025,GBJ-PFT,340.09
1/07/2025,MOR-PFT,118.14
1/07/2025,PLT-PFT,1.9
1/07/2025,SFT-PFT,4097.13
1/07/2025,SFT-WEK,18.12
1/08/2025,AFT-BFT,315.61
1/08/2025,AFT-GLT,0.51
1/08/2025,AFT-MKY,1.52
1/08/2025,AFT-ROK,0.65
1/08/2025,AFT-TVT,6.43
1/08/2025,AFT-WQX,5.35
1/08/2025,ASP-BFT,3.04
1/08/2025,BRT-BFT,2.67
1/08/2025,KAH-BFT,0.07
1/08/2025,AFT-MFT,1323.2
1/08/2025,AFT-PLT,0.08
1/08/2025,ASP-MFT,109.47
1/08/2025,BRT-MFT,269.37
1/08/2025,KAH-MFT,6.63
1/08/2025,AFT-PFT,2187.43
1/08/2025,AFT-WEK,4.77
1/08/2025,ASP-PFT,1.7
1/08/2025,BRT-PFT,22
1/08/2025,AFT-GBJ,78.74
1/08/2025,AFT-MOR,18.18
1/08/2025,AFT-SFT,545.6
1/08/2025,ASP-MOR,0.6
1/08/2025,ASP-SFT,24
1/08/2025,BRT-MOR,4.52
1/08/2025,BRT-SFT,54.44
1/08/2025,BFT-AFT,357.23
1/08/2025,BFT-ASP,2.7
1/08/2025,BFT-BRT,5.61
1/08/2025,BFT-KAH,0.75
1/08/2025,GLT-AFT,2.14
1/08/2025,MKY-AFT,2.7
1/08/2025,MKY-BRT,0.09
1/08/2025,ROK-AFT,0.56
1/08/2025,ROK-BRT,0.19
1/08/2025,TVT-AFT,12.57
1/08/2025,TVT-ASP,0.09
1/08/2025,WQX-AFT,5.5
1/08/2025,WQX-ASP,0.28
1/08/2025,BFT-MFT,4288.03
1/08/2025,BFT-PLT,0.16
1/08/2025,GLT-MFT,47.27
1/08/2025,MKY-MFT,18.38
1/08/2025,ROK-MFT,2.41
1/08/2025,TVT-MFT,48.19
1/08/2025,WQX-MFT,22.47
1/08/2025,BFT-PFT,1050.18
1/08/2025,BFT-WEK,26.56
1/08/2025,GLT-PFT,5.31
1/08/2025,MKY-PFT,4.47
1/08/2025,ROK-PFT,8.13
1/08/2025,TVT-PFT,18.05
1/08/2025,TVT-WEK,0.17
1/08/2025,WQX-PFT,8.43
1/08/2025,WQX-WEK,0.08
1/08/2025,BFT-BOT,4.06
1/08/2025,BFT-ETT,23.86
1/08/2025,BFT-MOR,13.88
1/08/2025,BFT-SFT,544.6
1/08/2025,GLT-ETT,0.35
1/08/2025,GLT-MOR,0.12
1/08/2025,GLT-SFT,2.79
1/08/2025,MKY-ETT,0.52
1/08/2025,MKY-MOR,0.87
1/08/2025,MKY-SFT,3.02
1/08/2025,ROK-MOR,0.23
1/08/2025,ROK-SFT,2.38
1/08/2025,TVT-ETT,3.48
1/08/2025,TVT-MOR,34.32
1/08/2025,TVT-SFT,42.27
1/08/2025,WQX-ETT,0.81
1/08/2025,WQX-MOR,1.28
1/08/2025,WQX-SFT,14.28
1/08/2025,MFT-AFT,754.06
1/08/2025,MFT-ASP,27.11
1/08/2025,MFT-BRT,234.2
1/08/2025,MFT-KAH,4.22
1/08/2025,MFT-TEC,0.27
1/08/2025,MFT-WHY,3.42
1/08/2025,PLT-AFT,0.07
1/08/2025,MFT-BFT,4796.68
1/08/2025,MFT-GLT,39.86
1/08/2025,MFT-IFL,0.39
1/08/2025,MFT-MBT,0.16
1/08/2025,MFT-MER,0.55
1/08/2025,MFT-MKY,30.58
1/08/2025,MFT-ROK,8.03
1/08/2025,MFT-TVT,71.77
1/08/2025,MFT-WQX,31.05
1/08/2025,PLT-BFT,0.16
1/08/2025,MFT-PFT,9076.98
1/08/2025,MFT-WEK,35.32
1/08/2025,APD-GRF,1.22
1/08/2025,MFT-ETT,0.06
1/08/2025,MFT-MOR,25.77
1/08/2025,MFT-SFT,672.98
1/08/2025,PLT-SFT,0.35
1/08/2025,GLT-MBT,368.81
1/08/2025,GLT-MKY,184.23
1/08/2025,GLT-PLT,0.11
1/08/2025,GLT-TSJ,49.96
1/08/2025,GLT-TVT,163.02
1/08/2025,GLT-WQX,111.93
1/08/2025,IFL-MBT,126.64
1/08/2025,IFL-TVT,0.42
1/08/2025,IFL-WQX,0.11
1/08/2025,MBT-GLT,213.02
1/08/2025,MBT-IFL,99.76
1/08/2025,MBT-MER,232.46
1/08/2025,MBT-MKY,1048.25
1/08/2025,MBT-ROK,354.88
1/08/2025,MBT-TSJ,195.82
1/08/2025,MBT-TVT,2931.04
1/08/2025,MBT-WQX,2059.39
1/08/2025,MER-GLT,0.25
1/08/2025,MER-MBT,237.13
1/08/2025,MKY-GLT,189.39
1/08/2025,MKY-MBT,1063.6
1/08/2025,MKY-ROK,0.32
1/08/2025,MKY-TVT,17.18
1/08/2025,MKY-WQX,2.63
1/08/2025,ROK-IFL,0.36
1/08/2025,ROK-MBT,378.44
1/08/2025,ROK-MER,2.09
1/08/2025,ROK-MKY,1.56
1/08/2025,ROK-TSJ,151.87
1/08/2025,ROK-TVT,37.29
1/08/2025,ROK-WEK,0.21
1/08/2025,ROK-WQX,63.37
1/08/2025,TSJ-GLT,0.11
1/08/2025,TSJ-TVT,1.9
1/08/2025,TSJ-WQX,132.9
1/08/2025,TVT-BFT,0.21
1/08/2025,TVT-GLT,372.56
1/08/2025,TVT-IFL,0.11
1/08/2025,TVT-MBT,2898.1
1/08/2025,TVT-MKY,57.75
1/08/2025,TVT-ROK,211.96
1/08/2025,TVT-TSJ,17.81
1/08/2025,TVT-WQX,31.24
1/08/2025,WQX-GLT,108.24
1/08/2025,WQX-IFL,22.45
1/08/2025,WQX-MBT,1929.93
1/08/2025,WQX-MKY,3.9
1/08/2025,WQX-ROK,57.12
1/08/2025,WQX-TSJ,132.69
1/08/2025,WQX-TVT,36.93
1/08/2025,ASP-WEK,0.36
1/08/2025,BRT-AFT,2.03
1/08/2025,ETT-ROK,0.36
1/08/2025,MFT-PLT,1.07
1/08/2025,MOR-SFT,7.47
1/08/2025,PFT-WEK,2.67
1/08/2025,SFT-ETT,71.49
1/08/2025,SFT-GBJ,0.36
1/08/2025,SFT-MOR,11.03
1/08/2025,SFT-PLT,3.02
1/08/2025,SFT-TEC,0.18
1/08/2025,PFT-AFT,2814.46
1/08/2025,PFT-ASP,27.37
1/08/2025,PFT-BRT,251.91
1/08/2025,PFT-KAH,11.3
1/08/2025,PFT-TEC,0.45
1/08/2025,WEK-AFT,2.15
1/08/2025,WEK-BRT,0.09
1/08/2025,PFT-BFT,896.51
1/08/2025,PFT-GLT,7.47
1/08/2025,PFT-MKY,4.93
1/08/2025,PFT-ROK,47
1/08/2025,PFT-TVT,11.36
1/08/2025,PFT-WQX,9.38
1/08/2025,WEK-BFT,37.15
1/08/2025,WEK-GLT,0.1
1/08/2025,WEK-MER,0.1
1/08/2025,WEK-MKY,0.1
1/08/2025,WEK-TVT,0.48
1/08/2025,WEK-WQX,0.1
1/08/2025,PFT-MFT,7502.38
1/08/2025,WEK-MFT,29.28
1/08/2025,PFT-GBJ,340.97
1/08/2025,PFT-MOR,23.17
1/08/2025,PFT-PLT,1.37
1/08/2025,PFT-SFT,3658.9
1/08/2025,WEK-MOR,0.24
1/08/2025,WEK-SFT,16.07
1/08/2025,GBJ-AFT,54.16
1/08/2025,MOR-AFT,49.6
1/08/2025,MOR-ASP,0.36
1/08/2025,MOR-BRT,3.48
1/08/2025,MOR-KAH,1.23
1/08/2025,SFT-AFT,233.96
1/08/2025,SFT-ASP,6.23
1/08/2025,SFT-BRT,73.66
1/08/2025,SFT-KAH,1.81
1/08/2025,ETT-BFT,26.22
1/08/2025,ETT-GLT,0.45
1/08/2025,ETT-MKY,0.38
1/08/2025,ETT-SFT,26.61
1/08/2025,ETT-TVT,3
1/08/2025,ETT-WQX,0.13
1/08/2025,GBJ-BFT,5.05
1/08/2025,MOR-BFT,19.78
1/08/2025,MOR-GLT,0.51
1/08/2025,MOR-MKY,3.25
1/08/2025,MOR-ROK,4.08
1/08/2025,MOR-TVT,45.24
1/08/2025,MOR-WQX,5.23
1/08/2025,SFT-BFT,479.78
1/08/2025,SFT-GLT,15.82
1/08/2025,SFT-IFL,0
1/08/2025,SFT-MBT,0.19
1/08/2025,SFT-MKY,31.46
1/08/2025,SFT-ROK,10.08
1/08/2025,SFT-TVT,64.83
1/08/2025,SFT-WQX,23.67
1/08/2025,MOR-MFT,97.15
1/08/2025,SFT-MFT,694.58
1/08/2025,GBJ-PFT,370.38
1/08/2025,MOR-PFT,128.66
1/08/2025,PLT-PFT,2.07
1/08/2025,SFT-PFT,4461.98
1/08/2025,SFT-WEK,19.73
1/09/2025,AFT-BFT,296.61
1/09/2025,AFT-GLT,0.48
1/09/2025,AFT-MKY,1.43
1/09/2025,AFT-ROK,0.61
1/09/2025,AFT-TVT,6.04
1/09/2025,AFT-WQX,5.03
1/09/2025,ASP-BFT,2.85
1/09/2025,BRT-BFT,2.51
1/09/2025,KAH-BFT,0.07
1/09/2025,AFT-MFT,1351.39
1/09/2025,AFT-PLT,0.08
1/09/2025,ASP-MFT,111.8
1/09/2025,BRT-MFT,275.11
1/09/2025,KAH-MFT,6.77
1/09/2025,AFT-PFT,2044.79
1/09/2025,AFT-WEK,4.46
1/09/2025,ASP-PFT,1.59
1/09/2025,BRT-PFT,20.57
1/09/2025,AFT-GBJ,67.99
1/09/2025,AFT-MOR,15.7
1/09/2025,AFT-SFT,471.08
1/09/2025,ASP-MOR,0.52
1/09/2025,ASP-SFT,20.73
1/09/2025,BRT-MOR,3.9
1/09/2025,BRT-SFT,47
1/09/2025,BFT-AFT,306.28
1/09/2025,BFT-ASP,2.32
1/09/2025,BFT-BRT,4.81
1/09/2025,BFT-KAH,0.64
1/09/2025,GLT-AFT,1.84
1/09/2025,MKY-AFT,2.32
1/09/2025,MKY-BRT,0.08
1/09/2025,ROK-AFT,0.48
1/09/2025,ROK-BRT,0.16
1/09/2025,TVT-AFT,10.78
1/09/2025,TVT-ASP,0.08
1/09/2025,WQX-AFT,4.71
1/09/2025,WQX-ASP,0.24
1/09/2025,BFT-MFT,4104.31
1/09/2025,BFT-PLT,0.15
1/09/2025,GLT-MFT,45.25
1/09/2025,MKY-MFT,17.59
1/09/2025,ROK-MFT,2.3
1/09/2025,TVT-MFT,46.12
1/09/2025,WQX-MFT,21.51
1/09/2025,BFT-PFT,939.47
1/09/2025,BFT-WEK,23.76
1/09/2025,GLT-PFT,4.75
1/09/2025,MKY-PFT,4
1/09/2025,ROK-PFT,7.27
1/09/2025,TVT-PFT,16.14
1/09/2025,TVT-WEK,0.15
1/09/2025,WQX-PFT,7.54
1/09/2025,WQX-WEK,0.08
1/09/2025,BFT-BOT,4.2
1/09/2025,BFT-ETT,24.65
1/09/2025,BFT-MOR,14.33
1/09/2025,BFT-SFT,562.48
1/09/2025,GLT-ETT,0.36
1/09/2025,GLT-MOR,0.12
1/09/2025,GLT-SFT,2.88
1/09/2025,MKY-ETT,0.54
1/09/2025,MKY-MOR,0.9
1/09/2025,MKY-SFT,3.12
1/09/2025,ROK-MOR,0.24
1/09/2025,ROK-SFT,2.46
1/09/2025,TVT-ETT,3.6
1/09/2025,TVT-MOR,35.44
1/09/2025,TVT-SFT,43.66
1/09/2025,WQX-ETT,0.84
1/09/2025,WQX-MOR,1.32
1/09/2025,WQX-SFT,14.75
1/09/2025,MFT-AFT,700.4
1/09/2025,MFT-ASP,25.18
1/09/2025,MFT-BRT,217.53
1/09/2025,MFT-KAH,3.92
1/09/2025,MFT-TEC,0.25
1/09/2025,MFT-WHY,3.17
1/09/2025,PLT-AFT,0.06
1/09/2025,MFT-BFT,4600.35
1/09/2025,MFT-GLT,38.23
1/09/2025,MFT-IFL,0.37
1/09/2025,MFT-MBT,0.15
1/09/2025,MFT-MER,0.52
1/09/2025,MFT-MKY,29.33
1/09/2025,MFT-ROK,7.71
1/09/2025,MFT-TVT,68.83
1/09/2025,MFT-WQX,29.78
1/09/2025,PLT-BFT,0.15
1/09/2025,MFT-PFT,8642.88
1/09/2025,MFT-WEK,33.63
1/09/2025,APD-GRF,1.29
1/09/2025,MFT-ETT,0.06
1/09/2025,MFT-MOR,27.2
1/09/2025,MFT-SFT,710.35
1/09/2025,PLT-SFT,0.37
1/09/2025,GLT-MBT,331.36
1/09/2025,GLT-MKY,165.52
1/09/2025,GLT-PLT,0.09
1/09/2025,GLT-TSJ,44.88
1/09/2025,GLT-TVT,146.47
1/09/2025,GLT-WQX,100.56
1/09/2025,IFL-MBT,113.78
1/09/2025,IFL-TVT,0.38
1/09/2025,IFL-WQX,0.09
1/09/2025,MBT-GLT,191.39
1/09/2025,MBT-IFL,89.64
1/09/2025,MBT-MER,208.86
1/09/2025,MBT-MKY,941.82
1/09/2025,MBT-ROK,318.85
1/09/2025,MBT-TSJ,175.94
1/09/2025,MBT-TVT,2633.45
1/09/2025,MBT-WQX,1850.3
1/09/2025,MER-GLT,0.23
1/09/2025,MER-MBT,213.06
1/09/2025,MKY-GLT,170.16
1/09/2025,MKY-MBT,955.61
1/09/2025,MKY-ROK,0.28
1/09/2025,MKY-TVT,15.43
1/09/2025,MKY-WQX,2.37
1/09/2025,ROK-IFL,0.32
1/09/2025,ROK-MBT,340.02
1/09/2025,ROK-MER,1.87
1/09/2025,ROK-MKY,1.4
1/09/2025,ROK-TSJ,136.45
1/09/2025,ROK-TVT,33.5
1/09/2025,ROK-WEK,0.19
1/09/2025,ROK-WQX,56.94
1/09/2025,TSJ-GLT,0.09
1/09/2025,TSJ-TVT,1.7
1/09/2025,TSJ-WQX,119.41
1/09/2025,TVT-BFT,0.19
1/09/2025,TVT-GLT,334.74
1/09/2025,TVT-IFL,0.09
1/09/2025,TVT-MBT,2603.85
1/09/2025,TVT-MKY,51.89
1/09/2025,TVT-ROK,190.44
1/09/2025,TVT-TSJ,16
1/09/2025,TVT-WQX,28.07
1/09/2025,WQX-GLT,97.25
1/09/2025,WQX-IFL,20.17
1/09/2025,WQX-MBT,1733.99
1/09/2025,WQX-MKY,3.5
1/09/2025,WQX-ROK,51.32
1/09/2025,WQX-TSJ,119.22
1/09/2025,WQX-TVT,33.18
1/09/2025,ASP-WEK,0.32
1/09/2025,BRT-AFT,1.81
1/09/2025,ETT-ROK,0.32
1/09/2025,MFT-PLT,0.95
1/09/2025,MOR-SFT,6.66
1/09/2025,PFT-WEK,2.38
1/09/2025,SFT-ETT,63.75
1/09/2025,SFT-GBJ,0.32
1/09/2025,SFT-MOR,9.83
1/09/2025,SFT-PLT,2.7
1/09/2025,SFT-TEC,0.16
1/09/2025,PFT-AFT,2939.04
1/09/2025,PFT-ASP,28.58
1/09/2025,PFT-BRT,263.06
1/09/2025,PFT-KAH,11.8
1/09/2025,PFT-TEC,0.47
1/09/2025,WEK-AFT,2.25
1/09/2025,WEK-BRT,0.09
1/09/2025,PFT-BFT,877.74
1/09/2025,PFT-GLT,7.31
1/09/2025,PFT-MKY,4.83
1/09/2025,PFT-ROK,46.01
1/09/2025,PFT-TVT,11.12
1/09/2025,PFT-WQX,9.19
1/09/2025,WEK-BFT,36.37
1/09/2025,WEK-GLT,0.09
1/09/2025,WEK-MER,0.09
1/09/2025,WEK-MKY,0.09
1/09/2025,WEK-TVT,0.47
1/09/2025,WEK-WQX,0.09
1/09/2025,PFT-MFT,7076.6
1/09/2025,WEK-MFT,27.62
1/09/2025,PFT-GBJ,350.91
1/09/2025,PFT-MOR,23.85
1/09/2025,PFT-PLT,1.41
1/09/2025,PFT-SFT,3765.49
1/09/2025,WEK-MOR,0.25
1/09/2025,WEK-SFT,16.54
1/09/2025,GBJ-AFT,44.25
1/09/2025,MOR-AFT,40.52
1/09/2025,MOR-ASP,0.3
1/09/2025,MOR-BRT,2.84
1/09/2025,MOR-KAH,1.01
1/09/2025,SFT-AFT,191.13
1/09/2025,SFT-ASP,5.09
1/09/2025,SFT-BRT,60.17
1/09/2025,SFT-KAH,1.48
1/09/2025,ETT-BFT,23.21
1/09/2025,ETT-GLT,0.4
1/09/2025,ETT-MKY,0.34
1/09/2025,ETT-SFT,23.55
1/09/2025,ETT-TVT,2.65
1/09/2025,ETT-WQX,0.11
1/09/2025,GBJ-BFT,4.47
1/09/2025,MOR-BFT,17.51
1/09/2025,MOR-GLT,0.45
1/09/2025,MOR-MKY,2.88
1/09/2025,MOR-ROK,3.61
1/09/2025,MOR-TVT,40.04
1/09/2025,MOR-WQX,4.63
1/09/2025,SFT-BFT,424.68
1/09/2025,SFT-GLT,14.01
1/09/2025,SFT-IFL,0
1/09/2025,SFT-MBT,0.17
1/09/2025,SFT-MKY,27.84
1/09/2025,SFT-ROK,8.92
1/09/2025,SFT-TVT,57.38
1/09/2025,SFT-WQX,20.95
1/09/2025,MOR-MFT,91.91
1/09/2025,SFT-MFT,657.12
1/09/2025,GBJ-PFT,337.63
1/09/2025,MOR-PFT,117.28
1/09/2025,PLT-PFT,1.89
1/09/2025,SFT-PFT,4067.5
