DATE,OD_PAIR,NUM_BOXES
1/09/2025,SFT-WEK,17.99
1/10/2025,AFT-BFT,297.89
1/10/2025,AFT-GLT,0.48
1/10/2025,AFT-MKY,1.43
1/10/2025,AFT-ROK,0.61
1/10/2025,AFT-TVT,6.07
1/10/2025,AFT-WQX,5.05
1/10/2025,ASP-BFT,2.86
1/10/2025,BRT-BFT,2.52
1/10/2025,KAH-BFT,0.07
1/10/2025,AFT-MFT,1438.7
1/10/2025,AFT-PLT,0.09
1/10/2025,ASP-MFT,119.03
1/10/2025,BRT-MFT,292.88
1/10/2025,KAH-MFT,7.21
1/10/2025,AFT-PFT,2138.46
1/10/2025,AFT-WEK,4.67
1/10/2025,ASP-PFT,1.67
1/10/2025,BRT-PFT,21.51
1/10/2025,AFT-GBJ,71.43
1/10/2025,AFT-MOR,16.49
1/10/2025,AFT-SFT,494.98
1/10/2025,ASP-MOR,0.55
1/10/2025,ASP-SFT,21.78
1/10/2025,BRT-MOR,4.1
1/10/2025,BRT-SFT,49.38
1/10/2025,BFT-AFT,331.69
1/10/2025,BFT-ASP,2.51
1/10/2025,BFT-BRT,5.21
1/10/2025,BFT-KAH,0.69
1/10/2025,GLT-AFT,1.99
1/10/2025,MKY-AFT,2.51
1/10/2025,MKY-BRT,0.09
1/10/2025,ROK-AFT,0.52
1/10/2025,ROK-BRT,0.17
1/10/2025,TVT-AFT,11.68
1/10/2025,TVT-ASP,0.09
1/10/2025,WQX-AFT,5.1
1/10/2025,WQX-ASP,0.26
1/10/2025,BFT-MFT,4495.15
1/10/2025,BFT-PLT,0.17
1/10/2025,GLT-MFT,49.56
1/10/2025,MKY-MFT,19.27
1/10/2025,ROK-MFT,2.52
1/10/2025,TVT-MFT,50.52
1/10/2025,WQX-MFT,23.56
1/10/2025,BFT-PFT,1006.4
1/10/2025,BFT-WEK,25.46
1/10/2025,GLT-PFT,5.09
1/10/2025,MKY-PFT,4.28
1/10/2025,ROK-PFT,7.79
1/10/2025,TVT-PFT,17.29
1/10/2025,TVT-WEK,0.16
1/10/2025,WQX-PFT,8.08
1/10/2025,WQX-WEK,0.08
1/10/2025,BFT-BOT,5.12
1/10/2025,BFT-ETT,30.09
1/10/2025,BFT-MOR,17.5
1/10/2025,BFT-SFT,686.68
1/10/2025,GLT-ETT,0.44
1/10/2025,GLT-MOR,0.15
1/10/2025,GLT-SFT,3.51
1/10/2025,MKY-ETT,0.66
1/10/2025,MKY-MOR,1.1
1/10/2025,MKY-SFT,3.81
1/10/2025,ROK-MOR,0.29
1/10/2025,ROK-SFT,3
1/10/2025,TVT-ETT,4.39
1/10/2025,TVT-MOR,43.27
1/10/2025,TVT-SFT,53.3
1/10/2025,WQX-ETT,1.02
1/10/2025,WQX-MOR,1.61
1/10/2025,WQX-SFT,18.01
1/10/2025,MFT-AFT,826.56
1/10/2025,MFT-ASP,29.72
1/10/2025,MFT-BRT,256.71
1/10/2025,MFT-KAH,4.63
1/10/2025,MFT-TEC,0.29
1/10/2025,MFT-WHY,3.75
1/10/2025,PLT-AFT,0.07
1/10/2025,MFT-BFT,5086.21
1/10/2025,MFT-GLT,42.27
1/10/2025,MFT-IFL,0.41
1/10/2025,MFT-MBT,0.17
1/10/2025,MFT-MER,0.58
1/10/2025,MFT-MKY,32.42
1/10/2025,MFT-ROK,8.52
1/10/2025,MFT-TVT,76.1
1/10/2025,MFT-WQX,32.92
1/10/2025,PLT-BFT,0.17
1/10/2025,MFT-PFT,9529.22
1/10/2025,MFT-WEK,37.08
1/10/2025,APD-GRF,1.64
1/10/2025,MFT-ETT,0.08
1/10/2025,MFT-MOR,34.68
1/10/2025,MFT-SFT,905.74
1/10/2025,PLT-SFT,0.47
1/10/2025,GLT-MBT,380.34
1/10/2025,GLT-MKY,189.98
1/10/2025,GLT-PLT,0.11
1/10/2025,GLT-TSJ,51.52
1/10/2025,GLT-TVT,168.12
1/10/2025,GLT-WQX,115.43
1/10/2025,IFL-MBT,130.6
1/10/2025,IFL-TVT,0.43
1/10/2025,IFL-WQX,0.11
1/10/2025,MBT-GLT,219.68
1/10/2025,MBT-IFL,102.88
1/10/2025,MBT-MER,239.73
1/10/2025,MBT-MKY,1081.02
1/10/2025,MBT-ROK,365.97
1/10/2025,MBT-TSJ,201.94
1/10/2025,MBT-TVT,3022.66
1/10/2025,MBT-WQX,2123.76
1/10/2025,MER-GLT,0.26
1/10/2025,MER-MBT,244.54
1/10/2025,MKY-GLT,195.31
1/10/2025,MKY-MBT,1096.84
1/10/2025,MKY-ROK,0.33
1/10/2025,MKY-TVT,17.72
1/10/2025,MKY-WQX,2.72
1/10/2025,ROK-IFL,0.37
1/10/2025,ROK-MBT,390.27
1/10/2025,ROK-MER,2.15
1/10/2025,ROK-MKY,1.61
1/10/2025,ROK-TSJ,156.62
1/10/2025,ROK-TVT,38.45
1/10/2025,ROK-WEK,0.22
1/10/2025,ROK-WQX,65.35
1/10/2025,TSJ-GLT,0.11
1/10/2025,TSJ-TVT,1.96
1/10/2025,TSJ-WQX,137.05
1/10/2025,TVT-BFT,0.22
1/10/2025,TVT-GLT,384.21
1/10/2025,TVT-IFL,0.11
1/10/2025,TVT-MBT,2988.68
1/10/2025,TVT-MKY,59.56
1/10/2025,TVT-ROK,218.59
1/10/2025,TVT-TSJ,18.37
1/10/2025,TVT-WQX,32.21
1/10/2025,WQX-GLT,111.62
1/10/2025,WQX-IFL,23.15
1/10/2025,WQX-MBT,1990.26
1/10/2025,WQX-MKY,4.02
1/10/2025,WQX-ROK,58.91
1/10/2025,WQX-TSJ,136.84
1/10/2025,WQX-TVT,38.08
1/10/2025,ASP-WEK,0.33
1/10/2025,BRT-AFT,1.86
1/10/2025,ETT-ROK,0.33
1/10/2025,MFT-PLT,0.98
1/10/2025,MOR-SFT,6.85
1/10/2025,PFT-WEK,2.45
1/10/2025,SFT-ETT,65.58
1/10/2025,SFT-GBJ,0.33
1/10/2025,SFT-MOR,10.11
1/10/2025,SFT-PLT,2.77
1/10/2025,SFT-TEC,0.16
1/10/2025,PFT-AFT,2997.53
1/10/2025,PFT-ASP,29.15
1/10/2025,PFT-BRT,268.3
1/10/2025,PFT-KAH,12.03
1/10/2025,PFT-TEC,0.48
1/10/2025,WEK-AFT,2.29
1/10/2025,WEK-BRT,0.1
1/10/2025,PFT-BFT,968.82
1/10/2025,PFT-GLT,8.07
1/10/2025,PFT-MKY,5.33
1/10/2025,PFT-ROK,50.79
1/10/2025,PFT-TVT,12.27
1/10/2025,PFT-WQX,10.14
1/10/2025,WEK-BFT,40.15
1/10/2025,WEK-GLT,0.1
1/10/2025,WEK-MER,0.1
1/10/2025,WEK-MKY,0.1
1/10/2025,WEK-TVT,0.52
1/10/2025,WEK-WQX,0.1
1/10/2025,PFT-MFT,7749.46
1/10/2025,WEK-MFT,30.25
1/10/2025,PFT-GBJ,354.96
1/10/2025,PFT-MOR,24.12
1/10/2025,PFT-PLT,1.43
1/10/2025,PFT-SFT,3808.93
1/10/2025,WEK-MOR,0.25
1/10/2025,WEK-SFT,16.73
1/10/2025,GBJ-AFT,49.88
1/10/2025,MOR-AFT,45.68
1/10/2025,MOR-ASP,0.33
1/10/2025,MOR-BRT,3.2
1/10/2025,MOR-KAH,1.13
1/10/2025,SFT-AFT,215.47
1/10/2025,SFT-ASP,5.74
1/10/2025,SFT-BRT,67.84
1/10/2025,SFT-KAH,1.67
1/10/2025,ETT-BFT,24.38
1/10/2025,ETT-GLT,0.42
1/10/2025,ETT-MKY,0.36
1/10/2025,ETT-SFT,24.74
1/10/2025,ETT-TVT,2.79
1/10/2025,ETT-WQX,0.12
1/10/2025,GBJ-BFT,4.69
1/10/2025,MOR-BFT,18.39
1/10/2025,MOR-GLT,0.47
1/10/2025,MOR-MKY,3.03
1/10/2025,MOR-ROK,3.8
1/10/2025,MOR-TVT,42.06
1/10/2025,MOR-WQX,4.87
1/10/2025,SFT-BFT,446.12
1/10/2025,SFT-GLT,14.71
1/10/2025,SFT-IFL,0
1/10/2025,SFT-MBT,0.18
1/10/2025,SFT-MKY,29.25
1/10/2025,SFT-ROK,9.37
1/10/2025,SFT-TVT,60.28
1/10/2025,SFT-WQX,22.01
1/10/2025,MOR-MFT,100.53
1/10/2025,SFT-MFT,718.74
1/10/2025,GBJ-PFT,363.89
1/10/2025,MOR-PFT,126.4
1/10/2025,PLT-PFT,2.04
1/10/2025,SFT-PFT,4383.84
1/10/2025,SFT-WEK,19.39
1/11/2025,AFT-BFT,320.3
1/11/2025,AFT-GLT,0.51
1/11/2025,AFT-MKY,1.54
1/11/2025,AFT-ROK,0.66
1/11/2025,AFT-TVT,6.53
1/11/2025,AFT-WQX,5.43
1/11/2025,ASP-BFT,3.08
1/11/2025,BRT-BFT,2.71
1/11/2025,KAH-BFT,0.07
1/11/2025,AFT-MFT,1338.43
1/11/2025,AFT-PLT,0.08
1/11/2025,ASP-MFT,110.73
1/11/2025,BRT-MFT,272.47
1/11/2025,KAH-MFT,6.7
1/11/2025,AFT-PFT,2382.76
1/11/2025,AFT-WEK,5.2
1/11/2025,ASP-PFT,1.86
1/11/2025,BRT-PFT,23.97
1/11/2025,AFT-GBJ,74.68
1/11/2025,AFT-MOR,17.24
1/11/2025,AFT-SFT,517.48
1/11/2025,ASP-MOR,0.57
1/11/2025,ASP-SFT,22.77
1/11/2025,BRT-MOR,4.29
1/11/2025,BRT-SFT,51.63
1/11/2025,BFT-AFT,328.3
1/11/2025,BFT-ASP,2.48
1/11/2025,BFT-BRT,5.15
1/11/2025,BFT-KAH,0.68
1/11/2025,GLT-AFT,1.97
1/11/2025,MKY-AFT,2.48
1/11/2025,MKY-BRT,0.09
1/11/2025,ROK-AFT,0.51
1/11/2025,ROK-BRT,0.17
1/11/2025,TVT-AFT,11.56
1/11/2025,TVT-ASP,0.09
1/11/2025,WQX-AFT,5.05
1/11/2025,WQX-ASP,0.26
1/11/2025,BFT-MFT,4551.76
1/11/2025,BFT-PLT,0.17
1/11/2025,GLT-MFT,50.18
1/11/2025,MKY-MFT,19.51
1/11/2025,ROK-MFT,2.56
1/11/2025,TVT-MFT,51.15
1/11/2025,WQX-MFT,23.86
1/11/2025,BFT-PFT,930.85
1/11/2025,BFT-WEK,23.54
1/11/2025,GLT-PFT,4.71
1/11/2025,MKY-PFT,3.96
1/11/2025,ROK-PFT,7.21
1/11/2025,TVT-PFT,16
1/11/2025,TVT-WEK,0.15
1/11/2025,WQX-PFT,7.47
1/11/2025,WQX-WEK,0.07
1/11/2025,BFT-BOT,5.83
1/11/2025,BFT-ETT,34.21
1/11/2025,BFT-MOR,19.89
1/11/2025,BFT-SFT,780.74
1/11/2025,GLT-ETT,0.5
1/11/2025,GLT-MOR,0.17
1/11/2025,GLT-SFT,4
1/11/2025,MKY-ETT,0.75
1/11/2025,MKY-MOR,1.25
1/11/2025,MKY-SFT,4.33
1/11/2025,ROK-MOR,0.33
1/11/2025,ROK-SFT,3.41
1/11/2025,TVT-ETT,4.99
1/11/2025,TVT-MOR,49.2
1/11/2025,TVT-SFT,60.6
1/11/2025,WQX-ETT,1.17
1/11/2025,WQX-MOR,1.83
1/11/2025,WQX-SFT,20.48
1/11/2025,MFT-AFT,733.53
1/11/2025,MFT-ASP,26.38
1/11/2025,MFT-BRT,227.82
1/11/2025,MFT-KAH,4.11
1/11/2025,MFT-TEC,0.26
1/11/2025,MFT-WHY,3.32
1/11/2025,PLT-AFT,0.07
1/11/2025,MFT-BFT,5119.92
1/11/2025,MFT-GLT,42.55
1/11/2025,MFT-IFL,0.42
1/11/2025,MFT-MBT,0.17
1/11/2025,MFT-MER,0.58
1/11/2025,MFT-MKY,32.64
1/11/2025,MFT-ROK,8.58
1/11/2025,MFT-TVT,76.6
1/11/2025,MFT-WQX,33.14
1/11/2025,PLT-BFT,0.17
1/11/2025,MFT-PFT,9736.85
1/11/2025,MFT-WEK,37.89
1/11/2025,APD-GRF,1.31
1/11/2025,MFT-ETT,0.06
1/11/2025,MFT-MOR,27.6
1/11/2025,MFT-SFT,720.7
1/11/2025,PLT-SFT,0.37
1/11/2025,GLT-MBT,376.53
1/11/2025,GLT-MKY,188.08
1/11/2025,GLT-PLT,0.11
1/11/2025,GLT-TSJ,51
1/11/2025,GLT-TVT,166.43
1/11/2025,GLT-WQX,114.27
1/11/2025,IFL-MBT,129.29
1/11/2025,IFL-TVT,0.43
1/11/2025,IFL-WQX,0.11
1/11/2025,MBT-GLT,217.48
1/11/2025,MBT-IFL,101.85
1/11/2025,MBT-MER,237.33
1/11/2025,MBT-MKY,1070.18
1/11/2025,MBT-ROK,362.3
1/11/2025,MBT-TSJ,199.92
1/11/2025,MBT-TVT,2992.37
1/11/2025,MBT-WQX,2102.47
1/11/2025,MER-GLT,0.26
1/11/2025,MER-MBT,242.09
1/11/2025,MKY-GLT,193.35
1/11/2025,MKY-MBT,1085.85
1/11/2025,MKY-ROK,0.32
1/11/2025,MKY-TVT,17.54
1/11/2025,MKY-WQX,2.69
1/11/2025,ROK-IFL,0.37
1/11/2025,ROK-MBT,386.36
1/11/2025,ROK-MER,2.13
1/11/2025,ROK-MKY,1.59
1/11/2025,ROK-TSJ,155.05
1/11/2025,ROK-TVT,38.07
1/11/2025,ROK-WEK,0.22
1/11/2025,ROK-WQX,64.7
1/11/2025,TSJ-GLT,0.11
1/11/2025,TSJ-TVT,1.94
1/11/2025,TSJ-WQX,135.68
1/11/2025,TVT-BFT,0.22
1/11/2025,TVT-GLT,380.36
1/11/2025,TVT-IFL,0.11
1/11/2025,TVT-MBT,2958.73
1/11/2025,TVT-MKY,58.96
1/11/2025,TVT-ROK,216.4
1/11/2025,TVT-TSJ,18.18
1/11/2025,TVT-WQX,31.89
1/11/2025,WQX-GLT,110.5
1/11/2025,WQX-IFL,22.92
1/11/2025,WQX-MBT,1970.31
1/11/2025,WQX-MKY,3.98
1/11/2025,WQX-ROK,58.32
1/11/2025,WQX-TSJ,135.46
1/11/2025,WQX-TVT,37.7
1/11/2025,ASP-WEK,0.34
1/11/2025,BRT-AFT,1.92
1/11/2025,ETT-ROK,0.34
1/11/2025,MFT-PLT,1.01
1/11/2025,MOR-SFT,7.06
1/11/2025,PFT-WEK,2.52
1/11/2025,SFT-ETT,67.56
1/11/2025,SFT-GBJ,0.34
1/11/2025,SFT-MOR,10.42
1/11/2025,SFT-PLT,2.86
1/11/2025,SFT-TEC,0.17
1/11/2025,PFT-AFT,3013.12
1/11/2025,PFT-ASP,29.3
1/11/2025,PFT-BRT,269.69
1/11/2025,PFT-KAH,12.1
1/11/2025,PFT-TEC,0.48
1/11/2025,WEK-AFT,2.3
1/11/2025,WEK-BRT,0.1
1/11/2025,PFT-BFT,835.5
1/11/2025,PFT-GLT,6.96
1/11/2025,PFT-MKY,4.6
1/11/2025,PFT-ROK,43.8
1/11/2025,PFT-TVT,10.58
1/11/2025,PFT-WQX,8.75
1/11/2025,WEK-BFT,34.62
1/11/2025,WEK-GLT,0.09
1/11/2025,WEK-MER,0.09
1/11/2025,WEK-MKY,0.09
1/11/2025,WEK-TVT,0.45
1/11/2025,WEK-WQX,0.09
1/11/2025,PFT-MFT,7570.2
1/11/2025,WEK-MFT,29.55
1/11/2025,PFT-GBJ,303.91
1/11/2025,PFT-MOR,20.66
1/11/2025,PFT-PLT,1.22
1/11/2025,PFT-SFT,3261.16
1/11/2025,WEK-MOR,0.22
1/11/2025,WEK-SFT,14.32
1/11/2025,GBJ-AFT,49.93
1/11/2025,MOR-AFT,45.72
1/11/2025,MOR-ASP,0.33
1/11/2025,MOR-BRT,3.21
1/11/2025,MOR-KAH,1.14
1/11/2025,SFT-AFT,215.68
1/11/2025,SFT-ASP,5.75
1/11/2025,SFT-BRT,67.9
1/11/2025,SFT-KAH,1.67
1/11/2025,ETT-BFT,30.65
1/11/2025,ETT-GLT,0.52
1/11/2025,ETT-MKY,0.45
1/11/2025,ETT-SFT,31.09
1/11/2025,ETT-TVT,3.5
1/11/2025,ETT-WQX,0.15
1/11/2025,GBJ-BFT,5.9
1/11/2025,MOR-BFT,23.11
1/11/2025,MOR-GLT,0.6
1/11/2025,MOR-MKY,3.8
1/11/2025,MOR-ROK,4.77
1/11/2025,MOR-TVT,52.87
1/11/2025,MOR-WQX,6.11
1/11/2025,SFT-BFT,560.67
1/11/2025,SFT-GLT,18.49
1/11/2025,SFT-IFL,0
1/11/2025,SFT-MBT,0.22
1/11/2025,SFT-MKY,36.76
1/11/2025,SFT-ROK,11.78
1/11/2025,SFT-TVT,75.76
1/11/2025,SFT-WQX,27.66
1/11/2025,MOR-MFT,105.89
1/11/2025,SFT-MFT,757.09
1/11/2025,GBJ-PFT,336.58
1/11/2025,MOR-PFT,116.92
1/11/2025,PLT-PFT,1.88
1/11/2025,SFT-PFT,4054.85
1/11/2025,SFT-WEK,17.93
1/12/2025,AFT-BFT,410.71
1/12/2025,AFT-GLT,0.66
1/12/2025,AFT-MKY,1.97
1/12/2025,AFT-ROK,0.85
1/12/2025,AFT-TVT,8.37
1/12/2025,AFT-WQX,6.96
1/12/2025,ASP-BFT,3.95
1/12/2025,BRT-BFT,3.48
1/12/2025,KAH-BFT,0.09
1/12/2025,AFT-MFT,1474.99
1/12/2025,AFT-PLT,0.09
1/12/2025,ASP-MFT,122.03
1/12/2025,BRT-MFT,300.27
1/12/2025,KAH-MFT,7.39
1/12/2025,AFT-PFT,2147.86
1/12/2025,AFT-WEK,4.69
1/12/2025,ASP-PFT,1.67
1/12/2025,BRT-PFT,21.6
1/12/2025,AFT-GBJ,90.36
1/12/2025,AFT-MOR,20.86
1/12/2025,AFT-SFT,626.08
1/12/2025,ASP-MOR,0.69
1/12/2025,ASP-SFT,27.54
1/12/2025,BRT-MOR,5.19
1/12/2025,BRT-SFT,62.46
1/12/2025,BFT-AFT,384.61
1/12/2025,BFT-ASP,2.91
1/12/2025,BFT-BRT,6.04
1/12/2025,BFT-KAH,0.8
1/12/2025,GLT-AFT,2.31
1/12/2025,MKY-AFT,2.91
1/12/2025,MKY-BRT,0.1
1/12/2025,ROK-AFT,0.6
1/12/2025,ROK-BRT,0.2
1/12/2025,TVT-AFT,13.54
1/12/2025,TVT-ASP,0.1
1/12/2025,WQX-AFT,5.92
1/12/2025,WQX-ASP,0.3
1/12/2025,BFT-MFT,4754.3
1/12/2025,BFT-PLT,0.18
1/12/2025,GLT-MFT,52.41
1/12/2025,MKY-MFT,20.38
1/12/2025,ROK-MFT,2.67
1/12/2025,TVT-MFT,53.43
1/12/2025,WQX-MFT,24.92
1/12/2025,BFT-PFT,866.83
1/12/2025,BFT-WEK,21.93
1/12/2025,GLT-PFT,4.39
1/12/2025,MKY-PFT,3.69
1/12/2025,ROK-PFT,6.71
1/12/2025,TVT-PFT,14.9
1/12/2025,TVT-WEK,0.14
1/12/2025,WQX-PFT,6.96
1/12/2025,WQX-WEK,0.07
1/12/2025,BFT-BOT,7.06
1/12/2025,BFT-ETT,41.46
1/12/2025,BFT-MOR,24.11
1/12/2025,BFT-SFT,946.1
1/12/2025,GLT-ETT,0.61
1/12/2025,GLT-MOR,0.2
1/12/2025,GLT-SFT,4.84
1/12/2025,MKY-ETT,0.91
1/12/2025,MKY-MOR,1.51
1/12/2025,MKY-SFT,5.25
1/12/2025,ROK-MOR,0.4
1/12/2025,ROK-SFT,4.14
1/12/2025,TVT-ETT,6.05
1/12/2025,TVT-MOR,59.62
1/12/2025,TVT-SFT,73.44
1/12/2025,WQX-ETT,1.41
1/12/2025,WQX-MOR,2.22
1/12/2025,WQX-SFT,24.81
1/12/2025,MFT-AFT,857.72
1/12/2025,MFT-ASP,30.84
1/12/2025,MFT-BRT,266.39
1/12/2025,MFT-KAH,4.8
1/12/2025,MFT-TEC,0.3
1/12/2025,MFT-WHY,3.89
1/12/2025,PLT-AFT,0.08
1/12/2025,MFT-BFT,5380.54
1/12/2025,MFT-GLT,44.71
1/12/2025,MFT-IFL,0.44
1/12/2025,MFT-MBT,0.18
1/12/2025,MFT-MER,0.61
1/12/2025,MFT-MKY,34.3
1/12/2025,MFT-ROK,9.01
1/12/2025,MFT-TVT,80.5
1/12/2025,MFT-WQX,34.83
1/12/2025,PLT-BFT,0.18
1/12/2025,MFT-PFT,9074.72
1/12/2025,MFT-WEK,35.31
1/12/2025,APD-GRF,1.16
1/12/2025,MFT-ETT,0.06
1/12/2025,MFT-MOR,24.46
1/12/2025,MFT-SFT,638.82
1/12/2025,PLT-SFT,0.33
1/12/2025,GLT-MBT,352.94
1/12/2025,GLT-MKY,176.3
1/12/2025,GLT-PLT,0.1
1/12/2025,GLT-TSJ,47.81
1/12/2025,GLT-TVT,156.01
1/12/2025,GLT-WQX,107.11
1/12/2025,IFL-MBT,121.19
1/12/2025,IFL-TVT,0.4
1/12/2025,IFL-WQX,0.1
1/12/2025,MBT-GLT,203.85
1/12/2025,MBT-IFL,95.47
1/12/2025,MBT-MER,222.46
1/12/2025,MBT-MKY,1003.15
1/12/2025,MBT-ROK,339.61
1/12/2025,MBT-TSJ,187.39
1/12/2025,MBT-TVT,2804.93
1/12/2025,MBT-WQX,1970.78
1/12/2025,MER-GLT,0.24
1/12/2025,MER-MBT,226.93
1/12/2025,MKY-GLT,181.24
1/12/2025,MKY-MBT,1017.83
1/12/2025,MKY-ROK,0.3
1/12/2025,MKY-TVT,16.44
1/12/2025,MKY-WQX,2.52
1/12/2025,ROK-IFL,0.34
1/12/2025,ROK-MBT,362.16
1/12/2025,ROK-MER,2
1/12/2025,ROK-MKY,1.49
1/12/2025,ROK-TSJ,145.34
1/12/2025,ROK-TVT,35.68
1/12/2025,ROK-WEK,0.2
1/12/2025,ROK-WQX,60.65
1/12/2025,TSJ-GLT,0.1
1/12/2025,TSJ-TVT,1.82
1/12/2025,TSJ-WQX,127.18
1/12/2025,TVT-BFT,0.2
1/12/2025,TVT-GLT,356.53
1/12/2025,TVT-IFL,0.1
1/12/2025,TVT-MBT,2773.4
1/12/2025,TVT-MKY,55.27
1/12/2025,TVT-ROK,202.84
1/12/2025,TVT-TSJ,17.04
1/12/2025,TVT-WQX,29.89
1/12/2025,WQX-GLT,103.58
1/12/2025,WQX-IFL,21.48
1/12/2025,WQX-MBT,1846.89
1/12/2025,WQX-MKY,3.73
1/12/2025,WQX-ROK,54.66
1/12/2025,WQX-TSJ,126.98
1/12/2025,WQX-TVT,35.34
1/12/2025,ASP-WEK,0.36
1/12/2025,BRT-AFT,2.06
1/12/2025,ETT-ROK,0.36
1/12/2025,MFT-PLT,1.08
1/12/2025,MOR-SFT,7.59
1/12/2025,PFT-WEK,2.71
1/12/2025,SFT-ETT,72.61
1/12/2025,SFT-GBJ,0.36
1/12/2025,SFT-MOR,11.2
1/12/2025,SFT-PLT,3.07
1/12/2025,SFT-TEC,0.18
1/12/2025,PFT-AFT,3100.68
1/12/2025,PFT-ASP,30.15
1/12/2025,PFT-BRT,277.53
1/12/2025,PFT-KAH,12.45
1/12/2025,PFT-TEC,0.49
1/12/2025,WEK-AFT,2.37
1/12/2025,WEK-BRT,0.1
1/12/2025,PFT-BFT,952.38
1/12/2025,PFT-GLT,7.93
1/12/2025,PFT-MKY,5.24
1/12/2025,PFT-ROK,49.93
1/12/2025,PFT-TVT,12.07
1/12/2025,PFT-WQX,9.97
1/12/2025,WEK-BFT,39.46
1/12/2025,WEK-GLT,0.1
1/12/2025,WEK-MER,0.1
1/12/2025,WEK-MKY,0.1
1/12/2025,WEK-TVT,0.51
1/12/2025,WEK-WQX,0.1
1/12/2025,PFT-MFT,7746.08
1/12/2025,WEK-MFT,30.23
1/12/2025,PFT-GBJ,357.29
1/12/2025,PFT-MOR,24.28
1/12/2025,PFT-PLT,1.44
1/12/2025,PFT-SFT,3833.97
1/12/2025,WEK-MOR,0.25
1/12/2025,WEK-SFT,16.84
1/12/2025,GBJ-AFT,57.59
1/12/2025,MOR-AFT,52.74
1/12/2025,MOR-ASP,0.39
1/12/2025,MOR-BRT,3.7
1/12/2025,MOR-KAH,1.31
1/12/2025,SFT-AFT,248.77
1/12/2025,SFT-ASP,6.63
1/12/2025,SFT-BRT,78.32
1/12/2025,SFT-KAH,1.93
1/12/2025,ETT-BFT,40.38
1/12/2025,ETT-GLT,0.69
1/12/2025,ETT-MKY,0.59
1/12/2025,ETT-SFT,40.96
1/12/2025,ETT-TVT,4.62
1/12/2025,ETT-WQX,0.2
1/12/2025,GBJ-BFT,7.77
1/12/2025,MOR-BFT,30.45
1/12/2025,MOR-GLT,0.79
1/12/2025,MOR-MKY,5.01
1/12/2025,MOR-ROK,6.29
1/12/2025,MOR-TVT,69.65
1/12/2025,MOR-WQX,8.06
1/12/2025,SFT-BFT,738.68
1/12/2025,SFT-GLT,24.36
1/12/2025,SFT-IFL,0
1/12/2025,SFT-MBT,0.29
1/12/2025,SFT-MKY,48.43
1/12/2025,SFT-ROK,15.52
1/12/2025,SFT-TVT,99.81
1/12/2025,SFT-WQX,36.45
1/12/2025,MOR-MFT,84.1
1/12/2025,SFT-MFT,601.27
1/12/2025,GBJ-PFT,318.6
1/12/2025,MOR-PFT,110.67
1/12/2025,PLT-PFT,1.78
1/12/2025,SFT-PFT,3838.19
1/12/2025,SFT-WEK,16.97
