TRAIN_NAME,TRAIN,ORIGIN,DEP_TIME,DEP_DAY,ARR_TIME,ARR_DAY,DESTINATION,LEG_NUM
3PM4,3pm4PFT,PFT,1:10:00,Tuesday,1:10:00,Wednesday,WEK,1
3PM4,3pm4WEK,WEK,14:00:00,Tuesday,14:00:00,Thursday,SCJ,2
3PM4,3pm4SCJ,SCJ,18:00:00,Thursday,18:00:00,Thursday,AFT,3
3PM4,3pm4AFT,AFT,1:55:00,Friday,1:55:00,Friday,TLB,4
3PM4,3pm4TLB,TLB,6:35:00,Friday,6:35:00,Friday,MFT,5
3PM6,3PM6PFT,PFT,22:55:00,Tuesday,22:55:00,Thursday,SCJ,1
3PM6,3PM6SCJ,SCJ,20:30:00,Thursday,20:30:00,Friday,AFT,2
3PM6,3PM6AFT,AFT,8:25:00,Friday,8:25:00,Friday,TLB,3
3PM6,3PM6TLB,TLB,12:22:00,Friday,12:22:00,Saturday,MFT,4
3PM7,3pm7PFT,PFT,21:10:00,Tuesday,21:10:00,Thursday,SCJ,1
3PM7,3pm7SCJ,SCJ,8:10:00,Thursday,8:10:00,Thursday,AFT,2
3PM7,3pm7AFT,AFT,13:10:00,Thursday,13:10:00,Thursday,TLB,3
3PM7,3pm7TLB,TLB,15:35:00,Thursday,15:35:00,Friday,MFT,4
3PS6,3PS6PFT,PFT,17:45:00,Tuesday,17:45:00,Wednesday,COK,1
3PS6,3ps6COK,COK,20:05:00,Wednesday,20:05:00,Thursday,SCJ,2
3PS6,3PS6SCJ,SCJ,13:35:00,Thursday,13:35:00,Friday,GBJ,3
3PS6,3PS6GBJ,GBJ,12:35:00,Friday,12:35:00,Friday,SFT,4
3PS7,3PS7PFT,PFT,13:50:00,Tuesday,13:50:00,Thursday,SCJ,1
3PS7,3PS7SCJ,SCJ,4:05:00,Thursday,4:05:00,Thursday,GBJ,2
3PS7,3PS7GBJ,GBJ,1:30:00,Friday,1:30:00,Friday,SFT,3
3PW4,3PW4PFT,PFT,1:10:00,Tuesday,1:10:00,Tuesday,WEK,1
3PW4,3PW4WEK,WEK,13:00:00,Tuesday,13:00:00,Wednesday,COK,2
3PW4,3PW4COK,COK,6:25:00,Wednesday,6:25:00,Thursday,SCJ,3
3PW4,3PW4SCJ,SCJ,17:50:00,Thursday,17:50:00,Thursday,AFT,4
3PW4,3PW4AFT,AFT,0:30:00,Friday,0:30:00,Friday,TLB,5
3PW4,3PW4TLB,TLB,4:15:00,Friday,4:15:00,Friday,MFT,6
3PW4,3PW4MFT,MFT,1:00:00,Saturday,1:00:00,Saturday,SFT,7
3PW4,3PW4SFT,SFT,18:08:00,Saturday,18:08:00,Saturday,PTK,8
3SB5,3sb5SFT,SFT,12:55:00,Tuesday,12:55:00,Wednesday,BFT,1
3SM2,3sm2SFT,SFT,16:00:00,Tuesday,16:00:00,Wednesday,ETT,1
3SM2,3sm2ETT,ETT,3:02:00,Wednesday,3:02:00,Wednesday,MFT,2
3SM5,3sm5SFT,SFT,14:00:00,Tuesday,14:00:00,Tuesday,ETT,1
3SM5,3sm5SFT,ETT,16:50:00,Tuesday,16:50:00,Wednesday,MFT,2
3SP7,3sp7SFT,SFT,23:02:00,Tuesday,23:02:00,Wednesday,GBJ,1
3SP7,3sp7GBJ,GBJ,8:56:00,Wednesday,8:56:00,Wednesday,SCJ,2
3SP7,3sp7SCJ,SCJ,22:15:00,Wednesday,22:15:00,Friday,PFT,3
3WB3,3wb3PTK,PTK,17:30:00,Tuesday,17:30:00,Tuesday,SFT,1
3WB3,3WB31500,SFT,20:15:00,Tuesday,20:15:00,Tuesday,MOR,2
3WB3,3wb3MOR,MOR,4:40:00,Wednesday,4:40:00,Wednesday,GFN,3
3WB3,3wb3GFN,GFN,16:21:00,Wednesday,16:21:00,Wednesday,BFT,4
3XM4,3XM4SCJ,SCJ,17:55:00,Tuesday,17:55:00,Tuesday,AFT,1
3XM4,3XM4AFT,AFT,1:25:00,Wednesday,1:25:00,Wednesday,TLB,2
3XM4,3XM4TLB,TLB,5:00:00,Wednesday,5:00:00,Wednesday,MFT,3
3XW4,3xw4SCJ,SCJ,18:00:00,Tuesday,18:00:00,Tuesday,AFT,1
3XW4,3xw4AFT,AFT,1:10:00,Wednesday,1:10:00,Wednesday,TLB,2
3XW4,3xw4TLB,TLB,3:48:00,Wednesday,3:48:00,Wednesday,MFT,3
3XW4,3xw4MFT,MFT,1:00:00,Thursday,1:00:00,Thursday,SFT,4
3XW4,3xw4SFT,SFT,18:27:00,Thursday,18:27:00,Thursday,PTK,5
3YN2,3yn2WHY,WHY,9:45:00,Tuesday,9:45:00,Tuesday,SCJ,1
3YN2,3yn2SCJ,SCJ,12:00:00,Tuesday,12:00:00,Tuesday,BHQ,2
3YN2,3yn2BHQ,BHQ,22:07:00,Tuesday,22:07:00,Wednesday,GBJ,3
3YN2,3yn2GBJ,GBJ,13:36:00,Wednesday,13:36:00,Thursday,MOR,4
4004,4004PFT,PFT,6:10:00,Wednesday,6:10:00,Wednesday,EPT,1
4110S,4110sSCJ,SCJ,20:00:00,Sunday,20:00:00,Monday,AFT,1
4132,4132c,MOR,0:02:00,Tuesday,0:02:00,Tuesday,ENF,1
4132,4132d,MOR,0:39:00,Wednesday,0:39:00,Wednesday,ENF,1
4132,4132e,MOR,0:02:00,Thursday,0:02:00,Thursday,ENF,1
4132,4132f,MOR,0:02:00,Friday,0:02:00,Friday,ENF,1
4132,4132g,MOR,0:02:00,Saturday,0:02:00,Saturday,ENF,1
4659S,4659SMon,SCJ,5:30:00,Monday,5:30:00,Monday,WHY,1
4659S,4659STU,SCJ,5:30:00,Tuesday,5:30:00,Tuesday,WHY,1
4922N,4922NMON,MOR,16:00:00,Monday,16:00:00,Monday,PTK,1
4AD8,4AD8KWK,KWK,12:20:00,Wednesday,12:20:00,Wednesday,SCJ,1
4AD8,4AD8SCJ,SCJ,18:10:00,Wednesday,18:10:00,Thursday,ASG,2
4AD8,4AD8ASG,ASG,18:00:00,Thursday,18:00:00,Friday,DWN,3
4AM3,4am3PAD,PAD,23:10:00,Wednesday,23:10:00,Thursday,TLB,1
4AM3,4am3TLB,TLB,2:37:00,Thursday,2:37:00,Thursday,APD,2
4AM5,4am5AFT,AFT,18:35:00,Wednesday,18:35:00,Wednesday,TLB,1
4AM5,4am5TLB,TLB,21:42:00,Wednesday,21:42:00,Thursday,MFT,2
4BM4,4bm4BFT,BFT,19:20:00,Wednesday,19:20:00,Thursday,SFT,1
4BM4,4BM4SFT,SFT,13:10:00,Thursday,13:10:00,Friday,MFT,2
4BS4,4bs4BFT,BFT,21:45:00,Wednesday,21:45:00,Thursday,GFN,1
4BS4,4bs4GFN,GFN,4:00:00,Thursday,4:00:00,Thursday,MOR,2
4BS4,4bs4MOR,MOR,16:00:00,Thursday,16:00:00,Thursday,SFT,3
4BS6,4bs6BFT,BFT,20:30:00,Wednesday,20:30:00,Thursday,SFT,1
4BW4,4bw4BFT,BFT,21:45:00,Wednesday,21:45:00,Thursday,GFN,1
4BW4,4bw4GFN,GFN,4:00:00,Thursday,4:00:00,Thursday,MOR,2
4BW4,4bw4MOR,MOR,16:00:00,Thursday,16:00:00,Thursday,ENF,3
4BW4,4BW4SFT,ENF,23:08:00,Thursday,23:08:00,Friday,PTK,4
4CM3,4CM3GRF,GRF,14:08:00,Wednesday,14:08:00,Wednesday,LET,1
4CM3,4CM3LET,LET,16:10:00,Wednesday,16:10:00,Wednesday,MAD,2
4CM3,4CM3MAD,MAD,19:20:00,Wednesday,19:20:00,Wednesday,JUE,3
4CM3,4CM3JUE,JUE,20:05:00,Wednesday,20:05:00,Wednesday,BMN,4
4CM3,4CM3BMN,BMN,21:06:00,Wednesday,21:06:00,Thursday,ETT,5
4CM3,4CM3ETT,ETT,1:10:00,Thursday,1:10:00,Thursday,APD,6
4DA8,4DA8DWN,DWN,10:00:00,Wednesday,10:00:00,Thursday,ASG,1
4DA8,4DA8ASG,ASG,12:45:00,Thursday,12:45:00,Friday,SCJ,2
4DA8,4DA8SCJ,SCJ,6:39:00,Friday,6:39:00,Friday,KWK,3
4MA5,4ma5MFT,MFT,17:25:00,Wednesday,17:25:00,Thursday,TLB,1
4MA5,4ma5TLB,TLB,3:09:00,Thursday,3:09:00,Thursday,AFT,2
4MB4,4mb4MFT,MFT,20:00:00,Wednesday,20:00:00,Thursday,SFT,1
4MB4,4MB4SFT,SFT,9:07:00,Thursday,9:07:00,Friday,BFT,2
4MC2,4MC2APD,APD,14:00:00,Wednesday,14:00:00,Wednesday,ETT,1
4MC2,4MC2ETT,ETT,19:30:00,Wednesday,19:30:00,Wednesday,BMN,2
4MC2,4MC2BMN,BMN,22:14:00,Wednesday,22:14:00,Wednesday,JUE,3
4MC2,4MC2JUE,JUE,23:04:00,Wednesday,23:04:00,Wednesday,MAD,4
4MC2,4MC2MAD,MAD,0:15:00,Thursday,0:15:00,Thursday,LET,5
4MC2,4MC2LET,LET,3:25:00,Thursday,3:25:00,Thursday,GRF,6
4MP5,4mp5MFT,MFT,21:45:00,Wednesday,21:45:00,Thursday,TLB,1
4MP5,4mp5TLB,TLB,6:40:00,Thursday,6:40:00,Thursday,AFT,2
4MP5,4mp5AFT,AFT,13:30:00,Thursday,13:30:00,Thursday,SCJ,3
4MP5,4mp5SCJ,SCJ,18:12:00,Thursday,18:12:00,Saturday,PFT,4
4MP7,4mp7MFT,MFT,1:00:00,Wednesday,1:00:00,Wednesday,AFT,1
4MP7,4MP7AFT,AFT,12:05:00,Wednesday,12:05:00,Thursday,PFT,2
4MS2,4ms2MFT,MFT,18:25:00,Wednesday,18:25:00,Wednesday,ETT,1
4MS2,4ms2ETT,ETT,23:33:00,Wednesday,23:33:00,Thursday,SFT,2
4MS4,4ms4MFT,MFT,13:00:00,Wednesday,13:00:00,Wednesday,ETT,1
4MS4,4ms4ETT,ETT,16:50:00,Wednesday,16:50:00,Thursday,SFT,2
4NY3,4NY3MOR,MOR,6:27:00,Wednesday,6:27:00,Wednesday,SFT,1
4NY3,4NY3SFT,SFT,12:30:00,Wednesday,12:30:00,Thursday,GBJ,2
4NY3,4NY3GBJ,GBJ,2:27:00,Thursday,2:27:00,Thursday,BHQ,3
4NY3,4NY3BHQ,BHQ,15:15:00,Thursday,15:15:00,Friday,SCJ,4
4NY3,4NY3SCJ,SCJ,5:30:00,Friday,5:30:00,Friday,WHY,5
4P50,4p50PFT,PFT,7:00:00,Wednesday,7:00:00,Wednesday,SSK,1
4P51,4P51SSK,SSK,8:00:00,Wednesday,8:00:00,Wednesday,PFT,1
4PA8,4PA8EPT,EPT,11:55:00,Wednesday,11:55:00,Friday,SCJ,1
4PA8,4PA8SCJ,SCJ,2:11:00,Friday,2:11:00,Friday,KWK,2
4PM4,4pm4PFT,PFT,22:45:00,Wednesday,22:45:00,Thursday,WEK,1
4PM4,4pm4WEK,WEK,11:40:00,Thursday,11:40:00,Friday,SCJ,2
4PM4,4pm4SCJ,SCJ,17:05:00,Saturday,17:05:00,Saturday,AFT,3
4PM4,4pm4AFT,AFT,1:40:00,Sunday,1:40:00,Sunday,TLB,4
4PM4,4pm4TLB,TLB,5:47:00,Sunday,5:47:00,Sunday,MFT,5
4PM6,4PM6PFT,PFT,21:00:00,Wednesday,21:00:00,Thursday,WEK,1
4PM6,4PM6WEK,WEK,9:00:00,Thursday,9:00:00,Friday,SCJ,2
4PM6,4PM6SCJ,SCJ,18:25:00,Friday,18:25:00,Saturday,AFT,3
4PM6,4PM6AFT,AFT,5:10:00,Saturday,5:10:00,Saturday,TLB,4
4PM6,4PM6TLB,TLB,11:10:00,Saturday,11:10:00,Saturday,MFT,5
4PS6,4ps6PFT,PFT,16:00:00,Wednesday,16:00:00,Friday,SCJ,1
4PS6,4PS6SCJ,SCJ,11:00:00,Friday,11:00:00,Saturday,GBJ,2
4PS6,4PS6GBJ,GBJ,7:10:00,Saturday,7:10:00,Saturday,SFT,3
4PW4,4PW4PFT,PFT,22:45:00,Wednesday,22:45:00,Thursday,WEK,1
4PW4,4PW4WEK,WEK,11:05:00,Thursday,11:05:00,Friday,SCJ,2
4PW4,4PW4SCJ,SCJ,17:30:00,Saturday,17:30:00,Saturday,AFT,3
4PW4,4PW4AFT,AFT,0:40:00,Sunday,0:40:00,Sunday,TLB,4
4PW4,4PW4TLB,TLB,3:50:00,Sunday,3:50:00,Sunday,MFT,5
4PW4,4PW4MFT,MFT,1:00:00,Monday,1:00:00,Monday,SFT,6
4PW4,4PW4SFT,SFT,18:27:00,Monday,18:27:00,Monday,PTK,7
4SB1,4SB1SFT,SFT,12:55:00,Wednesday,12:55:00,Thursday,BFT,1
4SB3,4sb3SFT,SFT,20:22:00,Wednesday,20:22:00,Wednesday,MOR,1
4SB3,4sb3MOR,MOR,4:25:00,Thursday,4:25:00,Thursday,GFN,2
4SB3,4sb3GFN,GFN,16:16:00,Thursday,16:16:00,Thursday,BFT,3
4SM2,4sm2SFT,SFT,17:30:00,Wednesday,17:30:00,Thursday,ETT,1
4SM2,4sm2ETT,ETT,3:02:00,Thursday,3:02:00,Thursday,MFT,2
4SM5,4SM5SFT,SFT,15:30:00,Wednesday,15:30:00,Thursday,ETT,1
4SM5,4SM5ETT,ETT,2:30:00,Thursday,2:30:00,Thursday,MFT,2
4SP5,4sp5SFT,SFT,3:00:00,Wednesday,3:00:00,Wednesday,GBJ,1
4SP5,4sp5GBJ,GBJ,15:00:00,Wednesday,15:00:00,Thursday,SCJ,2
4SP5,4sp5SCJ,SCJ,9:30:00,Thursday,9:30:00,Friday,PFT,3
4WB3,4wb3PTK,PTK,17:30:00,Wednesday,17:30:00,Wednesday,SFT,1
4WB3,4WB3ENF,SFT,20:22:00,Wednesday,20:22:00,Wednesday,MOR,2
4WB3,4wb3MOR,MOR,4:25:00,Thursday,4:25:00,Thursday,GFN,3
4WB3,4wb3GFN,GFN,16:16:00,Thursday,16:16:00,Thursday,BFT,4
4WP2,4wp2PTK,PTK,0:04:00,Wednesday,0:04:00,Wednesday,SFT,1
4WP2,4wp2SFT,SFT,3:35:00,Wednesday,3:35:00,Wednesday,MFT,2
4WP2,4wp2MFT,MFT,12:15:00,Thursday,12:15:00,Thursday,TLB,3
4WP2,4WP2TLB,TLB,23:43:00,Thursday,23:43:00,Friday,AFT,4
4WP2,4wp2AFT,AFT,5:40:00,Friday,5:40:00,Friday,SCJ,5
4WP2,4wp2SCJ,SCJ,23:30:00,Friday,23:30:00,Sunday,WEK,6
4WP2,4WP2WEK,WEK,8:05:00,Sunday,8:05:00,Sunday,PFT,7
4YN2,4YN2WHY,WHY,10:00:00,Wednesday,10:00:00,Wednesday,SCJ,1
4YN2,4YN2SCJ,SCJ,12:08:00,Wednesday,12:08:00,Wednesday,BHQ,2
4YN2,4YN2BHQ,BHQ,22:15:00,Wednesday,22:15:00,Thursday,GBJ,3
4YN2,4YN2GBJ,GBJ,11:30:00,Thursday,11:30:00,Thursday,SFT,4
4YN2,4yn2SFT,SFT,0:44:00,Friday,0:44:00,Friday,MOR,5
5AM5,5am5AFT,AFT,18:55:00,Thursday,18:55:00,Thursday,TLB,1
5AM5,5am5TLB,TLB,22:02:00,Thursday,22:02:00,Friday,MFT,2
5AP8,5AP8KWK,KWK,18:40:00,Thursday,18:40:00,Thursday,SCJ,1
5AP8,5AP8SCJ,SCJ,22:58:00,Thursday,22:58:00,Saturday,EPT,2
5BM4,5bm4BFT,BFT,19:20:00,Thursday,19:20:00,Friday,SFT,1
5BM4,5bm4SFT,SFT,13:10:00,Friday,13:10:00,Saturday,MFT,2
5BS3,5bs3BFT,BFT,2:15:00,Thursday,2:15:00,Thursday,SFT,1
5BS6,5BS6BFT,BFT,20:30:00,Thursday,20:30:00,Friday,SFT,1
5BW2,5BW2BFT,BFT,21:25:00,Thursday,21:25:00,Friday,MOR,1
5BW2,5BW2MOR,MOR,16:00:00,Friday,16:00:00,Friday,SFT,2
5BW2,5BW2SFT,SFT,23:30:00,Friday,23:30:00,Saturday,PTK,3
5BW4,5bw4BFT,BFT,21:50:00,Thursday,21:50:00,Friday,GFN,1
5BW4,5bw4GFN,GFN,4:13:00,Friday,4:13:00,Friday,MOR,2
5BW4,5bw4MOR,MOR,16:00:00,Friday,16:00:00,Friday,ENF,3
5BW4,5bw4ENF,ENF,21:08:00,Friday,21:08:00,Friday,PTK,4
5CM3,5CM3GRF,GRF,14:08:00,Thursday,14:08:00,Thursday,LET,1
5CM3,5CM3LET,LET,16:10:00,Thursday,16:10:00,Thursday,MAD,2
5CM3,5CM3MAD,MAD,19:20:00,Thursday,19:20:00,Thursday,JUE,3
5CM3,5CM3JUE,JUE,20:10:00,Thursday,20:10:00,Wednesday,BMN,4
5CM3,5CM3BMN,BMN,21:11:00,Thursday,21:11:00,Friday,ETT,5
5CM3,5CM3ETT,ETT,1:13:00,Friday,1:13:00,Friday,APD,6
5MA3,5ma3APD,APD,23:55:00,Thursday,23:55:00,Friday,TLB,1
5MA3,5ma3TLB,TLB,11:15:00,Friday,11:15:00,Friday,PAD,2
5MA5,5ma5MFT,MFT,17:15:00,Thursday,17:15:00,Friday,TLB,1
5MA5,5ma5TLB,TLB,3:39:00,Friday,3:39:00,Friday,AFT,2
5MB4,5mb4MFT,MFT,20:00:00,Thursday,20:00:00,Friday,SFT,1
5MB4,5mb4SFT,SFT,9:07:00,Friday,9:07:00,Saturday,BFT,2
5MB5,5mb5MFT,MFT,18:25:00,Thursday,18:25:00,Friday,SFT,1
5MB5,5mb5SFT,SFT,11:17:00,Friday,11:17:00,Saturday,BFT,2
5MC2,5MC2APD,APD,14:00:00,Thursday,14:00:00,Thursday,ETT,1
5MC2,5MC2ETT,ETT,19:30:00,Thursday,19:30:00,Thursday,BMN,2
5MC2,5MC2BMN,BMN,22:14:00,Thursday,22:14:00,Thursday,JUE,3
5MC2,5MC2JUE,JUE,23:04:00,Thursday,23:04:00,Thursday,MAD,4
5MC2,5MC2MAD,MAD,0:15:00,Friday,0:15:00,Friday,LET,5
5MC2,5MC2LET,LET,2:28:00,Friday,2:28:00,Friday,GRF,6
5MP2,5MP2MFT,MFT,14:00:00,Thursday,14:00:00,Friday,TLB,1
5MP2,5MP2TLB,TLB,0:40:00,Friday,0:40:00,Friday,AFT,2
5MP2,5MP2AFT,AFT,10:00:00,Friday,10:00:00,Friday,SCJ,3
5MP2,5MP2SCJ,SCJ,23:50:00,Friday,23:50:00,Saturday,COK,4
5MP2,5MP2COK,COK,12:50:00,Saturday,12:50:00,Sunday,WEK,5
5MP2,5MP2WEK,WEK,4:30:00,Sunday,4:30:00,Sunday,PFT,6
5MP5,5mp5MFT,MFT,21:55:00,Thursday,21:55:00,Friday,TLB,1
5MP5,5mp5TLB,TLB,6:22:00,Friday,6:22:00,Friday,AFT,2
5MP5,5mp5AFT,AFT,14:00:00,Friday,14:00:00,Friday,SCJ,3
5MP5,5mp5SCJ,SCJ,19:05:00,Friday,19:05:00,Sunday,PFT,4
5MS2,5ms2MFT,MFT,18:25:00,Thursday,18:25:00,Thursday,ETT,1
5MS2,5ms2ETT,ETT,22:33:00,Thursday,22:33:00,Friday,SFT,2
5NY3,5ny3MOR,MOR,6:27:00,Thursday,6:27:00,Thursday,SFT,1
5NY3,5ny3SFT,SFT,14:40:00,Thursday,14:40:00,Friday,GBJ,2
5NY3,5ny3GBJ,GBJ,2:45:00,Friday,2:45:00,Friday,BHQ,3
5NY3,5ny3BHQ,BHQ,12:30:00,Friday,12:30:00,Friday,SCJ,4
5NY3,5ny3SCJ,SCJ,5:30:00,Saturday,5:30:00,Saturday,WHY,5
5P50,5P50PFT,PFT,8:00:00,Thursday,8:00:00,Thursday,SSK,1
5P51,5P51SSK,SSK,10:45:00,Thursday,10:45:00,Thursday,PFT,1
5PM5,5pm5PFT,PFT,17:50:00,Thursday,17:50:00,Friday,WEK,1
5PM5,5pm5WEK,WEK,5:50:00,Friday,5:50:00,Friday,COK,2
5PM5,5pm5COK,COK,21:40:00,Friday,21:40:00,Saturday,SCJ,3
5PM5,5pm5SCJ,SCJ,13:55:00,Saturday,13:55:00,Saturday,AFT,4
5PM5,5pm5AFT,AFT,9:00:00,Sunday,9:00:00,Sunday,TLB,5
5PM5,5pm5TLB,TLB,12:11:00,Sunday,12:11:00,Sunday,MFT,6
5PM7,5pm7PFT,PFT,14:40:00,Thursday,14:40:00,Saturday,AFT,1
5PM7,5pm7AFT,AFT,19:20:00,Saturday,19:20:00,Sunday,MFT,2
5PS6,5ps6PFT,PFT,23:50:00,Thursday,23:50:00,Friday,WEK,1
5PS6,5PS6WEK,WEK,12:06:00,Friday,12:06:00,Saturday,COK,2
5PS6,5PS6COK,COK,6:15:00,Saturday,6:15:00,Saturday,SCJ,3
5PS6,5PS6SCJ,SCJ,23:00:00,Saturday,23:00:00,Sunday,GBJ,4
5PS6,5PS6GBJ,GBJ,19:00:00,Sunday,19:00:00,Monday,SFT,5
5PS7,5ps7PFT,PFT,6:25:00,Thursday,6:25:00,Friday,SCJ,1
5PS7,5ps7SCJ,SCJ,22:30:00,Friday,22:30:00,Saturday,GBJ,2
5PS7,5ps7GBJ,GBJ,18:20:00,Saturday,18:20:00,Sunday,SFT,3
5SB1,5sb1SFT,SFT,12:55:00,Thursday,12:55:00,Friday,BFT,1
5SB3,5sb3SFT,SFT,3:00:00,Thursday,3:00:00,Thursday,BFT,1
5SM2,5SM2SFT,SFT,16:45:00,Thursday,16:45:00,Friday,ETT,1
5SM2,5sm2ETT,ETT,3:02:00,Friday,3:02:00,Friday,MFT,2
5SP5,5sp5SFT,SFT,0:55:00,Thursday,0:55:00,Thursday,GBJ,1
5SP5,5sp5GBJ,GBJ,12:00:00,Thursday,12:00:00,Friday,SCJ,2
5SP5,5sp5SCJ,SCJ,7:55:00,Friday,7:55:00,Saturday,PFT,3
5SP7,5SP7SFT,SFT,23:12:00,Thursday,23:12:00,Friday,GBJ,1
5SP7,5sp7GBJ,GBJ,8:25:00,Friday,8:25:00,Friday,SCJ,2
5SP7,5SP7SCJ,SCJ,22:10:00,Friday,22:10:00,Sunday,PFT,3
5WM2,5WM2PTK,PTK,22:37:00,Thursday,22:37:00,Friday,SFT,1
5WM2,5WM2SFT,SFT,2:40:00,Friday,2:40:00,Friday,MFT,2
5XA7,5XA7SCJ,SCJ,9:00:00,Thursday,9:00:00,Thursday,AFT,1
6460S,6460SFR,WHY,13:30:00,Friday,13:30:00,Friday,SCJ,1
6460S,6460SMO,WHY,15:30:00,Monday,15:30:00,Monday,SCJ,1
6460S,6460SSA,WHY,15:30:00,Saturday,15:30:00,Saturday,SCJ,1
6460S,6460SSU,WHY,16:30:00,Sunday,16:30:00,Sunday,SCJ,1
6460S,6460STH,WHY,15:30:00,Thursday,15:30:00,Thursday,SCJ,1
6460S,6460STU,WHY,15:30:00,Tuesday,15:30:00,Tuesday,SCJ,1
6460S,6460SWE,WHY,14:10:00,Wednesday,14:10:00,Wednesday,SCJ,1
6AB6,6AB6AFT,AFT,19:00:00,Friday,19:00:00,Saturday,GBJ,1
6AB6,6AB6GBJ,GBJ,14:45:00,Saturday,14:45:00,Sunday,SFT,2
6AB6,6AB6SFT,SFT,2:36:00,Sunday,2:36:00,Sunday,BFT,3
6AM3,6AM3PAD,PAD,23:10:00,Friday,23:10:00,Saturday,TLB,1
6AM3,6AM3TLB,TLB,5:00:00,Saturday,5:00:00,Saturday,APD,2
6AM5,6AM5AFT,AFT,19:00:00,Friday,19:00:00,Friday,TLB,1
6AM5,6am5TLB,TLB,22:22:00,Friday,22:22:00,Saturday,MFT,2
6AM8,6AM8KWK,KWK,7:45:00,Friday,7:45:00,Friday,SPG,1
6AS6,6as6AFT,AFT,19:00:00,Friday,19:00:00,Saturday,GBJ,1
6AS6,6as6GBJ,GBJ,17:30:00,Saturday,17:30:00,Sunday,SFT,2
6AS8,6AS8GBJ,GBJ,1:35:00,Saturday,1:35:00,Saturday,SYD,1
6AX5,6ax5AFT,AFT,12:00:00,Friday,12:00:00,Friday,SCJ,1
6BA6,6ba6BFT,BFT,18:20:00,Friday,18:20:00,Saturday,SFT,1
